t,dp1,dp2,dp3,dv1,dv2,dv3,tau1,tau2,tau3,da1,da2,da3
0.568,1.54044,-0.181282,0.0,-0.861325,-1.992513,0.0,-8.527108,-32.030151,0.0,-0.018941,-0.038375,0.0
0.575,1.531637,-0.201282,0.0,-0.880244,-2.0,0.0,-8.527075,-15.53845,0.0,-0.018919,-0.007487,0.0
0.587,1.522646,-0.221282,0.0,-0.89915,-2.0,0.0,-8.527041,-11.515117,0.0,-0.018906,0.0,0.0
0.595,1.513465,-0.241282,0.0,-0.918065,-2.0,0.0,-8.527007,-11.477897,0.0,-0.018915,0.0,0.0
0.606,1.504095,-0.261282,0.0,-0.936989,-2.0,0.0,-8.526972,-11.436182,0.0,-0.018924,0.0,0.0
0.615,1.494536,-0.281282,0.0,-0.95592,-2.0,0.0,-8.526937,-11.389989,0.0,-0.018931,0.0,0.0
0.625,1.484788,-0.301282,0.0,-0.97486,-2.0,0.0,-8.526902,-11.339337,0.0,-0.01894,0.0,0.0
0.635,1.474849,-0.321282,0.0,-0.993807,-2.0,0.0,-8.526866,-11.284246,0.0,-0.018947,0.0,0.0
0.646,1.464722,-0.341282,0.0,-1.01276,-2.0,0.0,-8.52683,-11.224738,0.0,-0.018953,0.0,0.0
0.655,1.454405,-0.361282,0.0,-1.031721,-2.0,0.0,-8.526793,-11.160836,0.0,-0.018961,0.0,0.0
0.665,1.443898,-0.381282,0.0,-1.050688,-2.0,0.0,-8.526756,-11.092566,0.0,-0.018967,0.0,0.0
0.675,1.433201,-0.401282,0.0,-1.06966,-2.0,0.0,-8.526756,-11.019952,0.0,-0.018972,0.0,0.0
0.687,1.422315,-0.421282,0.0,-1.088638,-2.0,0.0,-8.52668,-10.943025,0.0,-0.018978,0.0,0.0
0.695,1.411239,-0.441282,0.0,-1.10762,-2.0,0.0,-8.526641,-10.86181,0.0,-0.018982,0.0,0.0
0.705,1.399973,-0.461282,0.0,-1.126607,-2.0,0.0,-8.526602,-10.776339,0.0,-0.018987,0.0,0.0
0.717,1.388517,-0.481282,0.0,-1.145597,-2.0,0.0,-8.526562,-10.686644,0.0,-0.01899,0.0,0.0
0.727,1.376871,-0.501282,0.0,-1.16459,-2.0,0.0,-8.526522,-10.592758,0.0,-0.018993,0.0,0.0
0.735,1.365035,-0.521282,0.0,-1.183585,-2.0,0.0,-8.526481,-10.494714,0.0,-0.018995,0.0,0.0
0.745,1.353009,-0.541282,0.0,-1.202581,-2.0,0.0,-8.526399,-10.39255,0.0,-0.018996,0.0,0.0
0.755,1.340793,-0.561282,0.0,-1.221578,-2.0,0.0,-8.526399,-10.2863,0.0,-0.018997,0.0,0.0
0.765,1.328388,-0.581282,0.0,-1.240575,-2.0,0.0,-8.526357,-10.176004,0.0,-0.018997,0.0,0.0
0.775,1.315792,-0.601282,0.0,-1.259571,-2.0,0.0,-8.526314,-10.061702,0.0,-0.018996,0.0,0.0
0.784,1.303006,-0.621282,0.0,-1.278566,-2.0,0.0,-8.526228,-9.943435,0.0,-0.018995,0.0,0.0
0.795,1.290031,-0.641282,0.0,-1.297557,-2.0,0.0,-8.526184,-9.821243,0.0,-0.018991,0.0,0.0
0.805,1.276865,-0.661282,0.0,-1.316545,-2.0,0.0,-8.52614,-9.695171,0.0,-0.018988,0.0,0.0
0.816,1.276865,-0.661282,0.0,-1.316545,-2.0,0.0,-8.52614,-9.695171,0.0,0.0,0.0,0.0
0.825,1.249965,-0.701282,0.0,-1.354505,-2.0,0.0,-8.52605,-9.431565,0.0,-0.03796,0.0,0.0
0.835,1.23623,-0.721282,0.0,-1.373476,-2.0,0.0,-8.526004,-9.294124,0.0,-0.018971,0.0,0.0
0.845,1.222306,-0.741282,0.0,-1.392438,-2.0,0.0,-8.525957,-9.152989,0.0,-0.018962,0.0,0.0
0.855,1.208192,-0.761282,0.0,-1.411392,-2.0,0.0,-8.52591,-9.008208,0.0,-0.018954,0.0,0.0
0.865,1.193888,-0.781282,0.0,-1.430335,-2.0,0.0,-8.525863,-8.859832,0.0,-0.018943,0.0,0.0
0.875,1.179396,-0.801282,0.0,-1.449267,-2.0,0.0,-8.525863,-8.707912,0.0,-0.018932,0.0,0.0
0.885,1.164714,-0.821282,0.0,-1.468186,-2.0,0.0,-8.525767,-8.552506,0.0,-0.018919,0.0,0.0
0.895,1.149843,-0.841282,0.0,-1.487091,-2.0,0.0,-8.525767,-8.393661,0.0,-0.018905,0.0,0.0
0.904,1.134783,-0.861282,0.0,-1.505981,-2.0,0.0,-8.525669,-8.231439,0.0,-0.01889,0.0,0.0
0.916,1.119535,-0.881282,0.0,-1.524854,-2.0,0.0,-8.525669,-8.06589,0.0,-0.018873,0.0,0.0
0.926,1.104097,-0.901282,0.0,-1.543709,-2.0,0.0,-8.525569,-7.89708,0.0,-0.018855,0.0,0.0
0.935,1.088472,-0.921282,0.0,-1.562544,-2.0,0.0,-8.525518,-7.72506,0.0,-0.018835,0.0,0.0
0.945,1.088472,-0.921282,0.0,-1.562544,-2.0,0.0,-8.525518,-7.72506,0.0,0.0,0.0,0.0
0.957,1.072658,-0.941282,0.0,-1.581359,-2.0,0.0,-8.525466,-7.549894,0.0,-0.018815,0.0,0.0
0.964,1.040468,-0.981282,0.0,-1.618919,-2.0,0.0,-8.525362,-7.190369,0.0,-0.03756,0.0,0.0
0.974,1.024091,-1.001282,0.0,-1.637662,-2.0,0.0,-8.525309,-7.006136,0.0,-0.018743,0.0,0.0
0.985,1.024091,-1.001282,0.0,-1.637662,-2.0,0.0,-8.525309,-7.006136,0.0,0.0,0.0,0.0
0.995,1.007527,-1.021282,0.0,-1.656378,-2.0,0.0,-8.525256,-6.819008,0.0,-0.018716,0.0,0.0
1.005,0.973839,-1.061282,0.0,-1.693722,-2.0,0.0,-8.525148,-6.436333,0.0,-0.037344,0.0,0.0
1.015,0.973839,-1.061282,0.0,-1.693722,-2.0,0.0,-8.525148,-6.436333,0.0,0.0,0.0,0.0
1.025,0.939407,-1.101282,0.0,-1.730941,-2.0,0.0,-8.525037,-6.042887,0.0,-0.037219,0.0,0.0
1.035,0.921912,-1.121282,0.0,-1.749498,-2.0,0.0,-8.524981,-5.842298,0.0,-0.018557,0.0,0.0
1.051,0.904231,-1.141282,0.0,-1.76802,-2.0,0.0,-8.524925,-5.639228,0.0,-0.018522,0.0,0.0
1.054,0.886536,-1.161282,0.0,-1.769568,-2.0,0.0,0.001965,-5.831456,0.0,-0.001548,0.0,0.0
1.064,0.868825,-1.181282,0.0,-1.771067,-2.0,0.0,0.001968,-5.626259,0.0,-0.001499,0.0,0.0
1.074,0.8511,-1.201282,0.0,-1.772516,-2.0,0.0,0.001971,-5.418723,0.0,-0.001449,0.0,0.0
1.085,0.833361,-1.221282,0.0,-1.773914,-2.0,0.0,0.001974,-5.208934,0.0,-0.001398,0.0,0.0
1.094,0.815608,-1.241282,0.0,-1.775259,-2.0,0.0,0.001976,-4.996978,0.0,-0.001345,0.0,0.0
1.105,0.797843,-1.261282,0.0,-1.776552,-2.0,0.0,0.001979,-4.782942,0.0,-0.001293,0.0,0.0
1.115,0.780065,-1.281282,0.0,-1.777789,-2.0,0.0,0.001979,-4.566914,0.0,-0.001237,0.0,0.0
1.125,0.762275,-1.301282,0.0,-1.778971,-2.0,0.0,0.001985,-4.348984,0.0,-0.001182,0.0,0.0
1.138,0.762275,-1.301282,0.0,-1.778971,-2.0,0.0,0.001985,-4.348984,0.0,0.0,0.0,0.0
1.144,0.744474,-1.321282,0.0,-1.780096,-2.0,0.0,0.001988,-4.129241,0.0,-0.001125,0.0,0.0
1.155,0.708841,-1.361282,0.0,-1.782173,-2.0,0.0,0.001993,-3.684682,0.0,-0.002077,0.0,0.0
1.165,0.69101,-1.381282,0.0,-1.783122,-2.0,0.0,0.001996,-3.46005,0.0,-0.000949,0.0,0.0
1.175,0.69101,-1.381282,0.0,-1.783122,-2.0,0.0,0.001996,-3.46005,0.0,0.0,0.0,0.0
1.185,0.673169,-1.401282,0.0,-1.784012,-2.0,0.0,0.001999,-3.233974,0.0,-0.00089,0.0,0.0
1.195,0.637465,-1.441282,0.0,-1.785606,-2.0,0.0,0.002005,-2.777865,0.0,-0.001594,0.0,0.0
1.205,0.619602,-1.461282,0.0,-1.78631,-2.0,0.0,0.002005,-2.548022,0.0,-0.000704,0.0,0.0
1.215,0.601732,-1.481282,0.0,-1.786951,-2.0,0.0,0.00201,-2.317114,0.0,-0.000641,0.0,0.0
1.224,0.583857,-1.501282,0.0,-1.787528,-2.0,0.0,0.002013,-2.085238,0.0,-0.000577,0.0,0.0
1.235,0.583857,-1.501282,0.0,-1.787528,-2.0,0.0,0.002013,-2.085238,0.0,0.0,0.0,0.0
1.245,0.548092,-1.541282,0.0,-1.78849,-2.0,0.0,0.002019,-1.618966,0.0,-0.000962,0.0,0.0
1.255,0.530203,-1.561282,0.0,-1.788873,-2.0,0.0,0.002022,-1.384766,0.0,-0.000383,0.0,0.0
1.265,0.512311,-1.581282,0.0,-1.789191,-2.0,0.0,0.002025,-1.149986,0.0,-0.000318,0.0,0.0
1.275,0.494417,-1.601282,0.0,-1.789443,-2.0,0.0,0.002025,-0.914724,0.0,-0.000252,0.0,0.0
1.285,0.47652,-1.621282,0.0,-1.789629,-2.0,0.0,0.002028,-0.67908,0.0,-0.000186,0.0,0.0
1.295,0.458623,-1.641282,0.0,-1.789749,-2.0,0.0,0.00203,-0.443151,0.0,-0.00012,0.0,0.0
1.305,0.440725,-1.661282,0.0,-1.789803,-2.0,0.0,0.002033,-0.207037,0.0,-5.4e-05,0.0,0.0
1.316,0.422827,-1.681282,0.0,-1.789791,-2.0,0.0,0.002036,0.029164,0.0,1.2e-05,0.0,0.0
1.324,0.40493,-1.701282,0.0,-1.789713,-2.0,0.0,0.002042,0.265353,0.0,7.8e-05,0.0,0.0
1.335,0.387034,-1.721282,0.0,-1.789568,-2.0,0.0,0.002045,0.501432,0.0,0.000145,0.0,0.0
1.345,0.369141,-1.741282,0.0,-1.789357,-2.0,0.0,0.002047,0.737301,0.0,0.000211,0.0,0.0
1.355,0.35125,-1.761282,0.0,-1.789081,-2.0,0.0,0.00205,0.972862,0.0,0.000276,0.0,0.0
1.365,0.35125,-1.761282,0.0,-1.789081,-2.0,0.0,0.00205,0.972862,0.0,0.0,0.0,0.0
1.375,0.315479,-1.801282,0.0,-1.788331,-2.0,0.0,0.002053,1.442666,0.0,0.00075,0.0,0.0
1.385,0.2976,-1.821282,0.0,-1.787858,-2.0,0.0,0.002056,1.676713,0.0,0.000473,0.0,0.0
1.395,0.279727,-1.841282,0.0,-1.787321,-2.0,0.0,0.002059,1.910058,0.0,0.000537,0.0,0.0
1.405,0.279727,-1.841282,0.0,-1.787321,-2.0,0.0,0.002059,1.910058,0.0,0.0,0.0,0.0
1.415,0.244,-1.881282,0.0,-1.786055,-2.0,0.0,0.002064,2.374257,0.0,0.001266,0.0,0.0
1.425,0.226146,-1.901282,0.0,-1.785327,-2.0,0.0,0.002067,2.604917,0.0,0.000728,0.0,0.0
1.435,0.208301,-1.921282,0.0,-1.784537,-2.0,0.0,0.00207,2.834489,0.0,0.00079,0.0,0.0
1.445,0.190464,-1.941282,0.0,-1.783686,-2.0,0.0,0.002073,3.062877,0.0,0.000851,0.0,0.0
1.454,0.172636,-1.961282,0.0,-1.782773,-2.0,0.0,0.002076,3.289986,0.0,0.000913,0.0,0.0
1.465,0.154818,-1.981282,0.0,-1.781801,-2.0,0.0,0.002079,3.515722,0.0,0.000972,0.0,0.0
1.477,0.137011,-2.001282,0.0,-1.780769,-2.0,0.0,0.002081,3.739991,0.0,0.001032,0.0,0.0
1.485,0.119214,-2.021282,0.0,-1.779678,-2.0,0.0,0.002084,3.962699,0.0,0.001091,0.0,0.0
1.495,0.101428,-2.041282,0.0,-1.778531,-2.0,0.0,0.002087,4.183755,0.0,0.001147,0.0,0.0
1.505,0.083655,-2.061282,0.0,-1.777327,-2.0,0.0,0.00209,4.403068,0.0,0.001204,0.0,0.0
1.515,0.065895,-2.081282,0.0,-1.776067,-2.0,0.0,0.002096,4.620545,0.0,0.00126,0.0,0.0
1.525,0.065895,-2.081282,0.0,-1.776067,-2.0,0.0,0.002096,4.620545,0.0,0.0,0.0,0.0
1.535,0.048147,-2.101282,0.0,-1.774753,-2.0,0.0,0.002098,4.836098,0.0,0.001314,0.0,0.0
1.546,0.012693,-2.141282,0.0,-1.771967,-2.0,0.0,0.002104,5.261075,0.0,0.002786,0.0,0.0
1.555,-0.005011,-2.161282,0.0,-1.770497,-2.0,0.0,0.002107,5.470324,0.0,0.00147,0.0,0.0
1.565,-0.022701,-2.181282,0.0,-1.768977,-2.0,0.0,0.00211,5.677299,0.0,0.00152,0.0,0.0
1.574,-0.040375,-2.201282,0.0,-1.767409,-2.0,0.0,0.00211,5.881914,0.0,0.001568,0.0,0.0
1.584,-0.058033,-2.221282,0.0,-1.765793,-2.0,0.0,0.002113,6.084087,0.0,0.001616,0.0,0.0
1.595,-0.058033,-2.221282,0.0,-1.765793,-2.0,0.0,0.002113,6.084087,0.0,0.0,0.0,0.0
1.606,-0.093299,-2.261282,0.0,-1.762427,-2.0,0.0,0.002121,6.480772,0.0,0.003366,0.0,0.0
1.618,-0.110906,-2.281282,0.0,-1.760678,-2.0,0.0,0.002124,6.675124,0.0,0.001749,0.0,0.0
1.625,-0.110906,-2.281282,0.0,-1.760678,-2.0,0.0,0.002124,6.675124,0.0,0.0,0.0,0.0
1.634,-0.128495,-2.301282,0.0,-1.758887,-2.0,0.0,0.002127,6.866708,0.0,0.001791,0.0,0.0
1.645,-0.146065,-2.321282,0.0,-1.757057,-2.0,0.0,0.00213,7.055449,0.0,0.00183,0.0,0.0
1.655,-0.163617,-2.341282,0.0,-1.755187,-2.0,0.0,0.002133,7.241269,0.0,0.00187,0.0,0.0
1.665,-0.18115,-2.361282,0.0,-1.75328,-2.0,0.0,0.002135,7.424093,0.0,0.001907,0.0,0.0
1.674,-0.198663,-2.381282,0.0,-1.751337,-2.0,0.0,0.002138,7.603847,0.0,0.001943,0.0,0.0
1.685,-0.216157,-2.401282,0.0,-1.74936,-2.0,0.0,0.002141,7.780459,0.0,0.001977,0.0,0.0
1.695,-0.23363,-2.421282,0.0,-1.74735,-2.0,0.0,0.002144,7.953858,0.0,0.00201,0.0,0.0
1.705,-0.251083,-2.441282,0.0,-1.745308,-2.0,0.0,0.002147,8.123975,0.0,0.002042,0.0,0.0
1.715,-0.268516,-2.461282,0.0,-1.743237,-2.0,0.0,0.00215,8.290742,0.0,0.002071,0.0,0.0
1.725,-0.285927,-2.481282,0.0,-1.741137,-2.0,0.0,0.002152,8.454091,0.0,0.0021,0.0,0.0
1.735,-0.303317,-2.501282,0.0,-1.73901,-2.0,0.0,0.002155,8.613959,0.0,0.002127,0.0,0.0
1.745,-0.320686,-2.521282,0.0,-1.736858,-2.0,0.0,0.002158,8.770281,0.0,0.002152,0.0,0.0
1.755,-0.338033,-2.541282,0.0,-1.734682,-2.0,0.0,0.002161,8.922996,0.0,0.002176,0.0,0.0
1.764,-0.355357,-2.561282,0.0,-1.732484,-2.0,0.0,0.002164,9.072044,0.0,0.002198,0.0,0.0
1.775,-0.37266,-2.581282,0.0,-1.730265,-2.0,0.0,0.002167,9.217366,0.0,0.002219,0.0,0.0
1.785,-0.38994,-2.601282,0.0,-1.728027,-2.0,0.0,0.002172,9.358905,0.0,0.002238,0.0,0.0
1.794,-0.407198,-2.621282,0.0,-1.725772,-2.0,0.0,0.002172,9.496606,0.0,0.002255,0.0,0.0
1.806,-0.407198,-2.621282,0.0,-1.725772,-2.0,0.0,0.002172,9.496606,0.0,0.0,0.0,0.0
1.815,-0.424433,-2.641282,0.0,-1.7235,-2.0,0.0,0.002178,9.630414,0.0,0.002272,0.0,0.0
1.824,-0.458834,-2.681282,0.0,-1.718914,-2.0,0.0,0.002184,9.88615,0.0,0.004586,0.0,0.0
1.835,-0.476,-2.701282,0.0,-1.716603,-2.0,0.0,0.002186,10.007978,0.0,0.002311,0.0,0.0
1.844,-0.493143,-2.721282,0.0,-1.714282,-2.0,0.0,0.002189,10.125716,0.0,0.002321,0.0,0.0
1.855,-0.493143,-2.721282,0.0,-1.714282,-2.0,0.0,0.002189,10.125716,0.0,0.0,0.0,0.0
1.865,-0.527359,-2.761282,0.0,-1.709615,-2.0,0.0,0.002192,10.348747,0.0,0.004667,0.0,0.0
1.875,-0.544432,-2.781282,0.0,-1.707272,-2.0,0.0,0.002198,10.453954,0.0,0.002343,0.0,0.0
1.885,-0.561481,-2.801282,0.0,-1.704925,-2.0,0.0,0.002201,10.554903,0.0,0.002347,0.0,0.0
1.897,-0.578507,-2.821282,0.0,-1.702575,-2.0,0.0,0.002201,10.651555,0.0,0.00235,0.0,0.0
1.905,-0.595509,-2.841282,0.0,-1.700223,-2.0,0.0,0.002203,10.743875,0.0,0.002352,0.0,0.0
1.915,-0.612487,-2.861282,0.0,-1.697871,-2.0,0.0,0.002209,10.831828,0.0,0.002352,0.0,0.0
1.926,-0.629443,-2.881282,0.0,-1.695521,-2.0,0.0,0.002209,10.915381,0.0,0.00235,0.0,0.0
1.934,-0.646374,-2.901282,0.0,-1.693172,-2.0,0.0,0.002212,10.994505,0.0,0.002349,0.0,0.0
1.945,-0.663283,-2.921282,0.0,-1.690827,-2.0,0.0,0.002218,11.069171,0.0,0.002345,0.0,0.0
1.955,-0.680168,-2.941282,0.0,-1.688487,-2.0,0.0,0.00222,11.139351,0.0,0.00234,0.0,0.0
1.965,-0.697029,-2.961282,0.0,-1.686153,-2.0,0.0,0.002223,11.205022,0.0,0.002334,0.0,0.0
1.974,-0.713867,-2.981282,0.0,-1.683827,-2.0,0.0,0.002226,11.266159,0.0,0.002326,0.0,0.0
1.985,-0.713867,-2.981282,0.0,-1.683827,-2.0,0.0,0.002226,11.266159,0.0,0.0,0.0,0.0
1.995,-0.747474,-3.021282,0.0,-1.679201,-2.0,0.0,0.002232,11.374752,0.0,0.004626,0.0,0.0
2.005,-0.764243,-3.041282,0.0,-1.676904,-2.0,0.0,0.002235,11.42217,0.0,0.002297,0.0,0.0
2.015,-0.78099,-3.061282,0.0,-1.674618,-2.0,0.0,0.002237,11.464983,0.0,0.002286,0.0,0.0
2.024,-0.797713,-3.081282,0.0,-1.672346,-2.0,0.0,0.002237,11.503175,0.0,0.002272,0.0,0.0
2.035,-0.797713,-3.081282,0.0,-1.672346,-2.0,0.0,0.002237,11.503175,0.0,0.0,0.0,0.0
2.047,-0.814414,-3.101282,0.0,-1.670087,-2.0,0.0,0.00224,11.536735,0.0,0.002259,0.0,0.0
2.055,-0.831092,-3.121282,0.0,-1.667844,-2.0,0.0,0.002246,11.565654,0.0,0.002243,0.0,0.0
2.065,-0.847749,-3.141282,0.0,-1.665616,-2.0,0.0,0.002249,11.589923,0.0,0.002228,0.0,0.0
2.076,-0.864383,-3.161282,0.0,-1.663406,-2.0,0.0,0.002252,11.609537,0.0,0.00221,0.0,0.0
2.085,-0.880995,-3.181282,0.0,-1.661213,-2.0,0.0,0.002255,11.624491,0.0,0.002193,0.0,0.0
2.095,-0.897585,-3.201282,0.0,-1.659039,-2.0,0.0,0.002257,11.634782,0.0,0.002174,0.0,0.0
2.105,-0.914154,-3.221282,0.0,-1.656885,-2.0,0.0,0.00226,11.640411,0.0,0.002154,0.0,0.0
2.115,-0.930702,-3.241282,0.0,-1.65475,-2.0,0.0,0.002263,11.641379,0.0,0.002135,0.0,0.0
2.124,-0.947228,-3.261282,0.0,-1.652637,-2.0,0.0,0.002266,11.637689,0.0,0.002113,0.0,0.0
2.135,-0.963733,-3.281282,0.0,-1.650546,-2.0,0.0,0.002269,11.629347,0.0,0.002091,0.0,0.0
2.145,-0.980218,-3.301282,0.0,-1.648478,-2.0,0.0,0.002272,11.616359,0.0,0.002068,0.0,0.0
2.154,-1.013127,-3.341282,0.0,-1.644411,-2.0,0.0,0.002277,11.576484,0.0,0.004067,0.0,0.0
2.165,-1.013127,-3.341282,0.0,-1.644411,-2.0,0.0,0.002277,11.576484,0.0,0.0,0.0,0.0
2.174,-1.045955,-3.381282,0.0,-1.640443,-2.0,0.0,0.00228,11.518157,0.0,0.003968,0.0,0.0
2.184,-1.06234,-3.401282,0.0,-1.638497,-2.0,0.0,0.002286,11.482112,0.0,0.001946,0.0,0.0
2.195,-1.078706,-3.421282,0.0,-1.636577,-2.0,0.0,0.002289,11.441501,0.0,0.00192,0.0,0.0
