t,dp1,dp2,dp3,dv1,dv2,dv3,tau1,tau2,tau3,da1,da2,da3
0.222,1.753298,0.330271,0.0,-0.111376,-0.279692,0.0,-8.528139,-32.071655,0.0,-0.015937,-0.039909,0.0
0.232,1.752024,0.327075,0.0,-0.127328,-0.319578,0.0,-8.528124,-32.071098,0.0,-0.015952,-0.039886,0.0
0.243,1.750592,0.323481,0.0,-0.143296,-0.359437,0.0,-8.528108,-32.070523,0.0,-0.015968,-0.039859,0.0
0.252,1.748999,0.319488,0.0,-0.159283,-0.399266,0.0,-8.528091,-32.06993,0.0,-0.015987,-0.039829,0.0
0.262,1.747246,0.315098,0.0,-0.175292,-0.43906,0.0,-8.528057,-32.068688,0.0,-0.016009,-0.039794,0.0
0.272,1.745333,0.31031,0.0,-0.191323,-0.47882,0.0,-8.528057,-32.068688,0.0,-0.016031,-0.03976,0.0
0.282,1.743259,0.305124,0.0,-0.207381,-0.518541,0.0,-8.52804,-32.068039,0.0,-0.016058,-0.039721,0.0
0.292,1.741024,0.299542,0.0,-0.223466,-0.558218,0.0,-8.527985,-32.065981,0.0,-0.016085,-0.039677,0.0
0.303,1.738628,0.293563,0.0,-0.239582,-0.597852,0.0,-8.527966,-32.065257,0.0,-0.016116,-0.039634,0.0
0.312,1.736071,0.287189,0.0,-0.25573,-0.637439,0.0,-8.527946,-32.064514,0.0,-0.016148,-0.039587,0.0
0.322,1.733352,0.280419,0.0,-0.271913,-0.676979,0.0,-8.527946,-32.064514,0.0,-0.016183,-0.03954,0.0
0.332,1.73047,0.273255,0.0,-0.288134,-0.716471,0.0,-8.527946,-32.064514,0.0,-0.016221,-0.039492,0.0
0.342,1.727427,0.265695,0.0,-0.304394,-0.755911,0.0,-8.527926,-32.063752,0.0,-0.01626,-0.03944,0.0
0.352,1.72422,0.257742,0.0,-0.320696,-0.795295,0.0,-8.527885,-32.062171,0.0,-0.016302,-0.039384,0.0
0.362,1.720849,0.249396,0.0,-0.337043,-0.834624,0.0,-8.527864,-32.061351,0.0,-0.016347,-0.039329,0.0
0.372,1.717315,0.240657,0.0,-0.353436,-0.873898,0.0,-8.527864,-32.061351,0.0,-0.016393,-0.039274,0.0
0.382,1.713616,0.231526,0.0,-0.36988,-0.913113,0.0,-8.527821,-32.059653,0.0,-0.016444,-0.039215,0.0
0.392,1.709752,0.222003,0.0,-0.386375,-0.952272,0.0,-8.527821,-32.059653,0.0,-0.016495,-0.039159,0.0
0.402,1.705723,0.21209,0.0,-0.402924,-0.99137,0.0,-8.527776,-32.057876,0.0,-0.016549,-0.039098,0.0
0.412,1.701528,0.201786,0.0,-0.419531,-1.030408,0.0,-8.527753,-32.056958,0.0,-0.016607,-0.039038,0.0
0.422,1.697166,0.191092,0.0,-0.436198,-1.069389,0.0,-8.527753,-32.056958,0.0,-0.016667,-0.038981,0.0
0.432,1.692636,0.180009,0.0,-0.452927,-1.108311,0.0,-8.52773,-32.05602,0.0,-0.016729,-0.038922,0.0
0.442,1.687939,0.168537,0.0,-0.469721,-1.147176,0.0,-8.52773,-32.05602,0.0,-0.016794,-0.038865,0.0
0.452,1.683073,0.156677,0.0,-0.486583,-1.185979,0.0,-8.527657,-32.053085,0.0,-0.016862,-0.038803,0.0
0.462,1.678038,0.14443,0.0,-0.503515,-1.224727,0.0,-8.527657,-32.053085,0.0,-0.016932,-0.038748,0.0
0.472,1.672833,0.131796,0.0,-0.52052,-1.263417,0.0,-8.527606,-32.051027,0.0,-0.017005,-0.03869,0.0
0.487,1.667457,0.118775,0.0,-0.537601,-1.302054,0.0,-8.52758,-32.049967,0.0,-0.017081,-0.038637,0.0
0.492,1.661909,0.105369,0.0,-0.554761,-1.340641,0.0,-8.52758,-32.049967,0.0,-0.01716,-0.038587,0.0
0.502,1.656189,0.091577,0.0,-0.572002,-1.37918,0.0,-8.52758,-32.049967,0.0,-0.017241,-0.038539,0.0
0.514,1.650296,0.0774,0.0,-0.589328,-1.417668,0.0,-8.5275,-32.046664,0.0,-0.017326,-0.038488,0.0
0.524,1.644229,0.062839,0.0,-0.606741,-1.456112,0.0,-8.527473,-32.045522,0.0,-0.017413,-0.038444,0.0
0.532,1.637986,0.047894,0.0,-0.624244,-1.494518,0.0,-8.527473,-32.045522,0.0,-0.017503,-0.038406,0.0
0.544,1.631568,0.032565,0.0,-0.64184,-1.532887,0.0,-8.527445,-32.044358,0.0,-0.017596,-0.038369,0.0
0.552,1.624973,0.016853,0.0,-0.659533,-1.571226,0.0,-8.527445,-32.044358,0.0,-0.017693,-0.038339,0.0
0.562,1.618199,0.000757,0.0,-0.677324,-1.609533,0.0,-8.527358,-32.040741,0.0,-0.017791,-0.038307,0.0
0.572,1.611247,-0.015721,0.0,-0.695217,-1.647818,0.0,-8.527358,-32.040741,0.0,-0.017893,-0.038285,0.0
0.582,1.604115,-0.032582,0.0,-0.713214,-1.686089,0.0,-8.527358,-32.040741,0.0,-0.017997,-0.038271,0.0
0.595,1.596802,-0.049825,0.0,-0.73132,-1.724349,0.0,-8.527358,-32.040741,0.0,-0.018106,-0.03826,0.0
0.602,1.596802,-0.049825,0.0,-0.73132,-1.724349,0.0,-8.527358,-32.040741,0.0,0.0,0.0,0.0
0.612,1.581628,-0.08546,0.0,-0.767865,-1.800856,0.0,-8.527205,-32.034286,0.0,-0.036545,-0.076507,0.0
0.623,1.573765,-0.103851,0.0,-0.786311,-1.839113,0.0,-8.527173,-32.032929,0.0,-0.018446,-0.038257,0.0
0.632,1.565716,-0.122625,0.0,-0.804877,-1.877389,0.0,-8.527173,-32.032929,0.0,-0.018566,-0.038276,0.0
0.642,1.55748,-0.141782,0.0,-0.823564,-1.915691,0.0,-8.527173,-32.032929,0.0,-0.018687,-0.038302,0.0
0.652,1.55748,-0.141782,0.0,-0.823564,-1.915691,0.0,-8.527173,-32.032929,0.0,0.0,0.0,0.0
0.662,1.540445,-0.180861,0.0,-0.861168,-1.95391,0.0,-8.527041,-11.515117,0.0,-0.037604,-0.038219,0.0
0.672,1.531645,-0.2004,0.0,-0.879968,-1.953847,0.0,-8.527041,-11.515117,0.0,-0.0188,6.3e-05,0.0
0.682,1.522657,-0.219936,0.0,-0.898775,-1.953696,0.0,-8.526972,-11.436182,0.0,-0.018807,0.000151,0.0
0.695,1.513481,-0.239473,0.0,-0.917591,-1.953612,0.0,-8.526972,-11.436182,0.0,-0.018816,8.4e-05,0.0
0.702,1.513481,-0.239473,0.0,-0.917591,-1.953612,0.0,-8.526972,-11.436182,0.0,0.0,0.0,0.0
0.712,1.504117,-0.259007,0.0,-0.936414,-1.953422,0.0,-8.526902,-11.339337,0.0,-0.018823,0.00019,0.0
0.722,1.494565,-0.278539,0.0,-0.955245,-1.953212,0.0,-8.526902,-11.284246,0.0,-0.018831,0.00021,0.0
0.734,1.484824,-0.29807,0.0,-0.974083,-1.953094,0.0,-8.526902,-11.284246,0.0,-0.018838,0.000118,0.0
0.742,1.474895,-0.3176,0.0,-0.992928,-1.952964,0.0,-8.52683,-11.224738,0.0,-0.018845,0.00013,0.0
0.752,1.464777,-0.337128,0.0,-1.01178,-1.952822,0.0,-8.526793,-11.160836,0.0,-0.018852,0.000142,0.0
0.762,1.454471,-0.356654,0.0,-1.030638,-1.952667,0.0,-8.526756,-11.092566,0.0,-0.018858,0.000155,0.0
0.772,1.443976,-0.376179,0.0,-1.049502,-1.952498,0.0,-8.526756,-11.019952,0.0,-0.018864,0.000169,0.0
0.782,1.433292,-0.395703,0.0,-1.06837,-1.952317,0.0,-8.52668,-10.943025,0.0,-0.018868,0.000181,0.0
0.792,1.422419,-0.415222,0.0,-1.087242,-1.951961,0.0,-8.526602,-10.776339,0.0,-0.018872,0.000356,0.0
0.802,1.411358,-0.434738,0.0,-1.106116,-1.951583,0.0,-8.526562,-10.686644,0.0,-0.018874,0.000378,0.0
0.812,1.400108,-0.454252,0.0,-1.124997,-1.951359,0.0,-8.526562,-10.686644,0.0,-0.018881,0.000224,0.0
0.824,1.38867,-0.473763,0.0,-1.143881,-1.95112,0.0,-8.526522,-10.592758,0.0,-0.018884,0.000239,0.0
0.832,1.377042,-0.49327,0.0,-1.162764,-1.950675,0.0,-8.526399,-10.39255,0.0,-0.018883,0.000445,0.0
0.842,1.365225,-0.512772,0.0,-1.181648,-1.950206,0.0,-8.526399,-10.2863,0.0,-0.018884,0.000469,0.0
0.852,1.35322,-0.532269,0.0,-1.200532,-1.949714,0.0,-8.526357,-10.176004,0.0,-0.018884,0.000492,0.0
0.863,1.341026,-0.551763,0.0,-1.21942,-1.949413,0.0,-8.526357,-10.176004,0.0,-0.018888,0.000301,0.0
0.872,1.328643,-0.571254,0.0,-1.238309,-1.949096,0.0,-8.526314,-10.061702,0.0,-0.018889,0.000317,0.0
0.882,1.316071,-0.590739,0.0,-1.25719,-1.948533,0.0,-8.526184,-9.821243,0.0,-0.018881,0.000563,0.0
0.892,1.30331,-0.610219,0.0,-1.276069,-1.947945,0.0,-8.52614,-9.695171,0.0,-0.018879,0.000588,0.0
0.904,1.290361,-0.629694,0.0,-1.29495,-1.947576,0.0,-8.52614,-9.695171,0.0,-0.018881,0.000369,0.0
0.912,1.277222,-0.649169,0.0,-1.313835,-1.947434,0.0,-8.52614,-9.695171,0.0,-0.018885,0.000142,0.0
0.922,1.263895,-0.668639,0.0,-1.332708,-1.94703,0.0,-8.52605,-9.431565,0.0,-0.018873,0.000404,0.0
0.932,1.25038,-0.688105,0.0,-1.351576,-1.946608,0.0,-8.526004,-9.294124,0.0,-0.018868,0.000422,0.0
0.942,1.236675,-0.707564,0.0,-1.370429,-1.945896,0.0,-8.52591,-9.008208,0.0,-0.018853,0.000712,0.0
0.952,1.222782,-0.727018,0.0,-1.389282,-1.945437,0.0,-8.52591,-9.008208,0.0,-0.018853,0.000459,0.0
0.962,1.208701,-0.746468,0.0,-1.408126,-1.944958,0.0,-8.525863,-8.859832,0.0,-0.018844,0.000479,0.0
0.972,1.194432,-0.76591,0.0,-1.426951,-1.944169,0.0,-8.525767,-8.552506,0.0,-0.018825,0.000789,0.0
0.985,1.179974,-0.785346,0.0,-1.445773,-1.943651,0.0,-8.525767,-8.552506,0.0,-0.018822,0.000518,0.0
0.992,1.165328,-0.804777,0.0,-1.464584,-1.943114,0.0,-8.525767,-8.393661,0.0,-0.018811,0.000537,0.0
1.002,1.150494,-0.824203,0.0,-1.483381,-1.942557,0.0,-8.525669,-8.231439,0.0,-0.018797,0.000557,0.0
1.012,1.135473,-0.843623,0.0,-1.502164,-1.941979,0.0,-8.525669,-8.06589,0.0,-0.018783,0.000578,0.0
1.022,1.120263,-0.863037,0.0,-1.520931,-1.94138,0.0,-8.525569,-7.89708,0.0,-0.018767,0.000599,0.0
1.032,1.104867,-0.882444,0.0,-1.539681,-1.940761,0.0,-8.525518,-7.72506,0.0,-0.01875,0.000619,0.0
1.044,1.089282,-0.901849,0.0,-1.558425,-1.94045,0.0,-8.525518,-7.72506,0.0,-0.018744,0.000311,0.0
1.052,1.073511,-0.92125,0.0,-1.577151,-1.940123,0.0,-8.525466,-7.549894,0.0,-0.018726,0.000327,0.0
1.062,1.057552,-0.940644,0.0,-1.595843,-1.93944,0.0,-8.525362,-7.190369,0.0,-0.018692,0.000683,0.0
1.072,1.041407,-0.960032,0.0,-1.614512,-1.938735,0.0,-8.525309,-7.006136,0.0,-0.018669,0.000705,0.0
1.082,1.025075,-0.979415,0.0,-1.633173,-1.93836,0.0,-8.525309,-7.006136,0.0,-0.018661,0.000375,0.0
1.092,1.008557,-0.998795,0.0,-1.651809,-1.937968,0.0,-8.525256,-6.819008,0.0,-0.018636,0.000392,0.0
1.102,0.991853,-1.018167,0.0,-1.670404,-1.937197,0.0,-8.525148,-6.436333,0.0,-0.018595,0.000771,0.0
1.112,0.957888,-1.05689,0.0,-1.70751,-1.935579,0.0,-8.524981,-5.842298,0.0,-0.037106,0.001618,0.0
1.122,0.957888,-1.05689,0.0,-1.70751,-1.935579,0.0,-8.524981,-5.842298,0.0,0.0,0.0,0.0
1.132,0.923184,-1.095569,0.0,-1.744475,-1.933497,0.0,-8.524925,-5.639228,0.0,-0.036965,0.002082,0.0
1.142,0.905724,-1.114895,0.0,-1.745993,-1.932634,0.0,0.001965,-5.831456,0.0,-0.001518,0.000863,0.0
1.152,0.888249,-1.134209,0.0,-1.747448,-1.931357,0.0,0.001971,-5.418723,0.0,-0.001455,0.001277,0.0
1.163,0.87076,-1.153513,0.0,-1.748876,-1.930446,0.0,0.001971,-5.418723,0.0,-0.001428,0.000911,0.0
1.172,0.853258,-1.172808,0.0,-1.750257,-1.929511,0.0,0.001974,-5.208934,0.0,-0.001381,0.000935,0.0
1.182,0.835742,-1.192094,0.0,-1.751591,-1.928553,0.0,0.001976,-4.996978,0.0,-0.001334,0.000958,0.0
1.193,0.818213,-1.21137,0.0,-1.752876,-1.92757,0.0,0.001979,-4.782942,0.0,-0.001285,0.000983,0.0
1.202,0.800672,-1.230635,0.0,-1.754112,-1.926564,0.0,0.001979,-4.566914,0.0,-0.001236,0.001006,0.0
1.212,0.800672,-1.230635,0.0,-1.754112,-1.926564,0.0,0.001979,-4.566914,0.0,0.0,0.0,0.0
1.222,0.765555,-1.26914,0.0,-1.756451,-1.924892,0.0,0.001985,-4.348984,0.0,-0.002339,0.001672,0.0
1.232,0.765555,-1.26914,0.0,-1.756451,-1.924892,0.0,0.001985,-4.348984,0.0,0.0,0.0,0.0
1.242,0.730394,-1.307592,0.0,-1.758521,-1.921868,0.0,0.001996,-3.46005,0.0,-0.00207,0.003024,0.0
1.252,0.712799,-1.3268,0.0,-1.759496,-1.920741,0.0,0.001996,-3.46005,0.0,-0.000975,0.001127,0.0
1.262,0.695195,-1.346,0.0,-1.760438,-1.920014,0.0,0.001996,-3.46005,0.0,-0.000942,0.000727,0.0
1.272,0.677582,-1.365184,0.0,-1.761281,-1.918408,0.0,0.002005,-2.777865,0.0,-0.000843,0.001606,0.0
1.282,0.659961,-1.384356,0.0,-1.762091,-1.917207,0.0,0.002005,-2.777865,0.0,-0.00081,0.001201,0.0
1.292,0.642333,-1.403516,0.0,-1.762844,-1.915983,0.0,0.002005,-2.548022,0.0,-0.000753,0.001224,0.0
1.302,0.624697,-1.422663,0.0,-1.763541,-1.914734,0.0,0.00201,-2.317114,0.0,-0.000697,0.001249,0.0
1.312,0.607056,-1.441798,0.0,-1.76418,-1.913461,0.0,0.002013,-2.085238,0.0,-0.000639,0.001273,0.0
1.322,0.589408,-1.460924,0.0,-1.764784,-1.912601,0.0,0.002013,-2.085238,0.0,-0.000604,0.00086,0.0
1.332,0.571755,-1.480036,0.0,-1.765308,-1.91128,0.0,0.002019,-1.618966,0.0,-0.000524,0.001321,0.0
1.344,0.554097,-1.499136,0.0,-1.765774,-1.909935,0.0,0.002022,-1.384766,0.0,-0.000466,0.001345,0.0
1.352,0.536435,-1.518226,0.0,-1.766204,-1.909008,0.0,0.002022,-1.384766,0.0,-0.00043,0.000927,0.0
1.363,0.518769,-1.537302,0.0,-1.766552,-1.907615,0.0,0.002025,-0.914724,0.0,-0.000348,0.001393,0.0
1.372,0.501101,-1.556368,0.0,-1.766864,-1.906643,0.0,0.002025,-0.914724,0.0,-0.000312,0.000972,0.0
1.382,0.48343,-1.57542,0.0,-1.767094,-1.905205,0.0,0.00203,-0.443151,0.0,-0.00023,0.001438,0.0
1.392,0.465757,-1.594453,0.0,-1.767241,-1.903299,0.0,0.002036,0.029164,0.0,-0.000147,0.001906,0.0
1.405,0.448084,-1.613472,0.0,-1.767353,-1.901815,0.0,0.002036,0.029164,0.0,-0.000112,0.001484,0.0
1.412,0.43041,-1.632479,0.0,-1.767429,-1.900753,0.0,0.002036,0.029164,0.0,-7.6e-05,0.001062,0.0
1.422,0.412735,-1.651471,0.0,-1.767422,-1.899225,0.0,0.002045,0.501432,0.0,7e-06,0.001528,0.0
1.433,0.395062,-1.670444,0.0,-1.767333,-1.897231,0.0,0.00205,0.972862,0.0,8.9e-05,0.001994,0.0
1.442,0.395062,-1.670444,0.0,-1.767333,-1.897231,0.0,0.00205,0.972862,0.0,0.0,0.0,0.0
1.452,0.359719,-1.708345,0.0,-1.767051,-1.894509,0.0,0.00205,0.972862,0.0,0.000282,0.002722,0.0
1.462,0.342051,-1.727274,0.0,-1.76681,-1.892895,0.0,0.002053,1.442666,0.0,0.000241,0.001614,0.0
1.472,0.324386,-1.746183,0.0,-1.766489,-1.890822,0.0,0.002059,1.910058,0.0,0.000321,0.002073,0.0
1.485,0.324386,-1.746183,0.0,-1.766489,-1.890822,0.0,0.002059,1.910058,0.0,0.0,0.0,0.0
1.492,0.306725,-1.765074,0.0,-1.766134,-1.889168,0.0,0.002059,1.910058,0.0,0.000355,0.001654,0.0
1.502,0.289068,-1.783954,0.0,-1.765746,-1.887931,0.0,0.002059,1.910058,0.0,0.000388,0.001237,0.0
1.512,0.271415,-1.802816,0.0,-1.765278,-1.886238,0.0,0.002064,2.374257,0.0,0.000468,0.001693,0.0
1.522,0.253768,-1.821657,0.0,-1.764732,-1.884094,0.0,0.00207,2.834489,0.0,0.000546,0.002144,0.0
1.532,0.236126,-1.840476,0.0,-1.764131,-1.881934,0.0,0.002073,3.062877,0.0,0.000601,0.00216,0.0
1.542,0.200863,-1.878062,0.0,-1.762814,-1.878421,0.0,0.002076,3.289986,0.0,0.001317,0.003513,0.0
1.552,0.183242,-1.896833,0.0,-1.762098,-1.877063,0.0,0.002076,3.289986,0.0,0.000716,0.001358,0.0
1.562,0.183242,-1.896833,0.0,-1.762098,-1.877063,0.0,0.002076,3.289986,0.0,0.0,0.0,0.0
1.572,0.148024,-1.93432,0.0,-1.760466,-1.873452,0.0,0.002084,3.962699,0.0,0.001632,0.003611,0.0
1.582,0.130429,-1.953036,0.0,-1.759575,-1.871624,0.0,0.002087,4.183755,0.0,0.000891,0.001828,0.0
1.592,0.130429,-1.953036,0.0,-1.759575,-1.871624,0.0,0.002087,4.183755,0.0,0.0,0.0,0.0
1.602,0.112842,-1.97173,0.0,-1.758613,-1.869372,0.0,0.002096,4.620545,0.0,0.000962,0.002252,0.0
1.613,0.095266,-1.990405,0.0,-1.757624,-1.867517,0.0,0.002096,4.620545,0.0,0.000989,0.001855,0.0
1.622,0.0777,-2.009062,0.0,-1.756588,-1.865648,0.0,0.002098,4.836098,0.0,0.001036,0.001869,0.0
1.632,0.060145,-2.027703,0.0,-1.755526,-1.86417,0.0,0.002098,4.836098,0.0,0.001062,0.001478,0.0
1.642,0.042601,-2.046322,0.0,-1.754378,-1.861885,0.0,0.002107,5.470324,0.0,0.001148,0.002285,0.0
1.653,0.025069,-2.064918,0.0,-1.753187,-1.859594,0.0,0.00211,5.677299,0.0,0.001191,0.002291,0.0
1.662,0.00755,-2.083495,0.0,-1.751972,-1.857683,0.0,0.00211,5.677299,0.0,0.001215,0.001911,0.0
1.672,0.00755,-2.083495,0.0,-1.751972,-1.857683,0.0,0.00211,5.677299,0.0,0.0,0.0,0.0
1.682,-0.027452,-2.120591,0.0,-1.749419,-1.853837,0.0,0.002113,6.084087,0.0,0.002553,0.003846,0.0
1.692,-0.044932,-2.139106,0.0,-1.748065,-1.851533,0.0,0.002121,6.480772,0.0,0.001354,0.002304,0.0
1.704,-0.062399,-2.157599,0.0,-1.746673,-1.849228,0.0,0.002124,6.675124,0.0,0.001392,0.002305,0.0
1.712,-0.079852,-2.176071,0.0,-1.745261,-1.847283,0.0,0.002124,6.675124,0.0,0.001412,0.001945,0.0
1.722,-0.09729,-2.194528,0.0,-1.743831,-1.845696,0.0,0.002124,6.675124,0.0,0.00143,0.001587,0.0
1.732,-0.114714,-2.212969,0.0,-1.742365,-1.8441,0.0,0.002127,6.866708,0.0,0.001466,0.001596,0.0
1.742,-0.132122,-2.231391,0.0,-1.740849,-1.842148,0.0,0.002133,7.241269,0.0,0.001516,0.001952,0.0
1.752,-0.149515,-2.249796,0.0,-1.739317,-1.84054,0.0,0.002133,7.241269,0.0,0.001532,0.001608,0.0
1.762,-0.166893,-2.268182,0.0,-1.737737,-1.838589,0.0,0.002138,7.603847,0.0,0.00158,0.001951,0.0
1.772,-0.184254,-2.286552,0.0,-1.736142,-1.836972,0.0,0.002138,7.603847,0.0,0.001595,0.001617,0.0
1.783,-0.201599,-2.304902,0.0,-1.734504,-1.835027,0.0,0.002144,7.953858,0.0,0.001638,0.001945,0.0
1.794,-0.236239,-2.341545,0.0,-1.731148,-1.831152,0.0,0.00215,8.290742,0.0,0.003356,0.003875,0.0
1.802,-0.253533,-2.35984,0.0,-1.729445,-1.829532,0.0,0.00215,8.290742,0.0,0.001703,0.00162,0.0
1.812,-0.270811,-2.378119,0.0,-1.727718,-1.827915,0.0,0.002152,8.454091,0.0,0.001727,0.001617,0.0
1.822,-0.270811,-2.378119,0.0,-1.727718,-1.827915,0.0,0.002152,8.454091,0.0,0.0,0.0,0.0
1.834,-0.28807,-2.396382,0.0,-1.725969,-1.826301,0.0,0.002155,8.613959,0.0,0.001749,0.001614,0.0
1.843,-0.322536,-2.43286,0.0,-1.722405,-1.823091,0.0,0.002161,8.922996,0.0,0.003564,0.00321,0.0
1.852,-0.339742,-2.451075,0.0,-1.720595,-1.821497,0.0,0.002164,9.072044,0.0,0.00181,0.001594,0.0
1.862,-0.35693,-2.469274,0.0,-1.718766,-1.819912,0.0,0.002167,9.217366,0.0,0.001829,0.001585,0.0
1.872,-0.35693,-2.469274,0.0,-1.718766,-1.819912,0.0,0.002167,9.217366,0.0,0.0,0.0,0.0
1.882,-0.374099,-2.48746,0.0,-1.71693,-1.818604,0.0,0.002167,9.217366,0.0,0.001836,0.001308,0.0
1.892,-0.408382,-2.523785,0.0,-1.713194,-1.815495,0.0,0.002178,9.630414,0.0,0.003736,0.003109,0.0
1.903,-0.408382,-2.523785,0.0,-1.713194,-1.815495,0.0,0.002178,9.630414,0.0,0.0,0.0,0.0
1.912,-0.425495,-2.541923,0.0,-1.711297,-1.813727,0.0,0.002184,9.88615,0.0,0.001897,0.001768,0.0
1.922,-0.442589,-2.560042,0.0,-1.709389,-1.811983,0.0,0.002186,10.007978,0.0,0.001908,0.001744,0.0
1.932,-0.459663,-2.578145,0.0,-1.707472,-1.810266,0.0,0.002189,10.125716,0.0,0.001917,0.001717,0.0
1.942,-0.476719,-2.596233,0.0,-1.705553,-1.80879,0.0,0.002189,10.125716,0.0,0.001919,0.001476,0.0
1.953,-0.493755,-2.614309,0.0,-1.703633,-1.807549,0.0,0.002189,10.125716,0.0,0.00192,0.001241,0.0
1.962,-0.510772,-2.63237,0.0,-1.701698,-1.806119,0.0,0.002192,10.348747,0.0,0.001935,0.00143,0.0
1.972,-0.52777,-2.650415,0.0,-1.699751,-1.804524,0.0,0.002201,10.554903,0.0,0.001947,0.001595,0.0
1.982,-0.544748,-2.668445,0.0,-1.6978,-1.802965,0.0,0.002201,10.651555,0.0,0.001951,0.001559,0.0
1.994,-0.544748,-2.668445,0.0,-1.6978,-1.802965,0.0,0.002201,10.651555,0.0,0.0,0.0,0.0
2.002,-0.578645,-2.704461,0.0,-1.693889,-1.799975,0.0,0.002209,10.915381,0.0,0.003911,0.00299,0.0
2.013,-0.595564,-2.722446,0.0,-1.691931,-1.798533,0.0,0.002209,10.915381,0.0,0.001958,0.001442,0.0
2.022,-0.612464,-2.740416,0.0,-1.68997,-1.796992,0.0,0.002218,11.069171,0.0,0.001961,0.001541,0.0
2.034,-0.629344,-2.758372,0.0,-1.688012,-1.795636,0.0,0.002218,11.069171,0.0,0.001958,0.001356,0.0
2.042,-0.646205,-2.776317,0.0,-1.68606,-1.794458,0.0,0.00222,11.069171,0.0,0.001952,0.001178,0.0
2.052,-0.663046,-2.794248,0.0,-1.684103,-1.793081,0.0,0.002226,11.266159,0.0,0.001957,0.001377,0.0
2.064,-0.679867,-2.812166,0.0,-1.682153,-1.79187,0.0,0.002226,11.266159,0.0,0.00195,0.001211,0.0
2.072,-0.696669,-2.830074,0.0,-1.680209,-1.790816,0.0,0.002226,11.266159,0.0,0.001944,0.001054,0.0
2.082,-0.713452,-2.847974,0.0,-1.678272,-1.789914,0.0,0.002226,11.266159,0.0,0.001937,0.000902,0.0
2.092,-0.730216,-2.865863,0.0,-1.676337,-1.788953,0.0,0.002232,11.374752,0.0,0.001935,0.000961,0.0
2.102,-0.74696,-2.883742,0.0,-1.674405,-1.787889,0.0,0.002237,11.503175,0.0,0.001932,0.001064,0.0
2.112,-0.763684,-2.901612,0.0,-1.672482,-1.786956,0.0,0.002237,11.503175,0.0,0.001923,0.000933,0.0
2.122,-0.78039,-2.919473,0.0,-1.670568,-1.786148,0.0,0.002237,11.503175,0.0,0.001914,0.000808,0.0
2.132,-0.797077,-2.937328,0.0,-1.668663,-1.785457,0.0,0.002237,11.503175,0.0,0.001905,0.000691,0.0
2.142,-0.813744,-2.955176,0.0,-1.666766,-1.784815,0.0,0.00224,11.536735,0.0,0.001897,0.000642,0.0
2.152,-0.830393,-2.973018,0.0,-1.664878,-1.784222,0.0,0.002246,11.565654,0.0,0.001888,0.000593,0.0
