t,q_des_1,q_des_2,q_des_3,q_act_1,q_act_2,q_act_3,dv1,dv2,dv3,qd1,qd2,qd3,tau_total_1,tau_total_2,tau_total_3,tau_sensed1,tau_sensed2,tau_sensed3
10.300,1.70443922,-0.16028918,2.75691744,1.70683801,-0.08063576,2.76793152,0.19643941,0.02582773,-0.06456931,0.19845665,0.02579460,-0.06192259,-0.08310159,-34.67668033,-3.01359732,-0.08170485,-34.68543506,-2.97605450
10.310,1.70640313,-0.16002948,2.75626819,1.70881784,-0.08036606,2.76728468,0.19634212,0.02611252,-0.06528131,0.19833832,0.02608858,-0.06261285,-0.08377214,-34.67899453,-3.01640166,-0.08241253,-34.68786746,-2.97847133
10.320,1.70836606,-0.15976693,2.75561181,1.71079644,-0.08009339,2.76663085,0.19624422,0.02639818,-0.06599544,0.19821884,0.02638321,-0.06330534,-0.08442446,-34.68132414,-3.01922592,-0.08310159,-34.69031388,-2.98090591
10.330,1.71032801,-0.15950151,2.75494827,1.71277381,-0.07981774,2.76597001,0.19614571,0.02668468,-0.06671170,0.19809822,0.02667849,-0.06400003,-0.08505832,-34.68366788,-3.02207188,-0.08377214,-34.69277671,-2.98335962
10.340,1.71228897,-0.15923323,2.75427757,1.71474992,-0.07953912,2.76530214,0.19604659,0.02697201,-0.06743004,0.19797651,0.02697444,-0.06469687,-0.08567400,-34.68602980,-3.02493640,-0.08442446,-34.69525528,-2.98583222
10.350,1.71424894,-0.15896207,2.75359967,1.71672477,-0.07925751,2.76462721,0.19594686,0.02726017,-0.06815044,0.19785372,0.02727106,-0.06539584,-0.08627130,-34.68840765,-3.02782259,-0.08505832,-34.69774834,-2.98832551
10.360,1.71620791,-0.15868802,2.75291455,1.71869836,-0.07897291,2.76394521,0.19584653,0.02754915,-0.06887287,0.19772988,0.02756837,-0.06609689,-0.08685043,-34.69080148,-3.03073064,-0.08567400,-34.70025994,-2.99083638
10.370,1.71816587,-0.15841108,2.75222220,1.72067066,-0.07868530,2.76325612,0.19574559,0.02783892,-0.06959730,0.19760501,0.02786636,-0.06679999,-0.08741182,-34.69321405,-3.03365920,-0.08627130,-34.70278783,-2.99336795
10.380,1.72012282,-0.15813124,2.75152260,1.72264168,-0.07839469,2.76255991,0.19564404,0.02812948,-0.07032370,0.19747914,0.02816505,-0.06750510,-0.08795531,-34.69564511,-3.03660842,-0.08685043,-34.70533205,-2.99592041
10.390,1.72207875,-0.15784849,2.75081572,1.72461140,-0.07810107,2.76185658,0.19554188,0.02842082,-0.07105206,0.19735230,0.02846445,-0.06821220,-0.08848126,-34.69809473,-3.03958024,-0.08741182,-34.70789537,-2.99849245
10.400,1.72403365,-0.15756282,2.75010155,1.72657981,-0.07780442,2.76114609,0.19543912,0.02871293,-0.07178232,0.19722452,0.02876456,-0.06892125,-0.08898989,-34.70056296,-3.04257315,-0.08795531,-34.71047756,-3.00108422
10.410,1.72598753,-0.15727423,2.74938007,1.72854690,-0.07750474,2.76042844,0.19533575,0.02900579,-0.07251448,0.19709581,0.02906539,-0.06963223,-0.08948070,-34.70305220,-3.04558774,-0.08848126,-34.71307867,-3.00369767
10.420,1.72794036,-0.15698271,2.74865125,1.73051268,-0.07720202,2.75970361,0.19523178,0.02929940,-0.07324850,0.19696621,0.02936695,-0.07034509,-0.08995495,-34.70556216,-3.04862575,-0.08898989,-34.71569877,-3.00633131
10.430,1.72989216,-0.15668824,2.74791509,1.73247712,-0.07689626,2.75897157,0.19512720,0.02959374,-0.07398436,0.19683573,0.02966924,-0.07105981,-0.09041166,-34.70809118,-3.05168467,-0.08948070,-34.71834025,-3.00898575
10.440,1.73184291,-0.15639083,2.74717156,1.73444023,-0.07658745,2.75823231,0.19502202,0.02988881,-0.07472201,0.19670441,0.02997226,-0.07177636,-0.09085159,-34.71064295,-3.05476616,-0.08995495,-34.72100282,-3.01166273
10.450,1.73379260,-0.15609046,2.74642065,1.73640198,-0.07627557,2.75748581,0.19491624,0.03018458,-0.07546145,0.19657227,0.03027602,-0.07249472,-0.09127516,-34.71321615,-3.05786949,-0.09041166,-34.72368483,-3.01435977
10.460,1.73574123,-0.15578713,2.74566233,1.73836239,-0.07596063,2.75673206,0.19480985,0.03048105,-0.07620264,0.19643933,0.03058052,-0.07321485,-0.09168241,-34.71581242,-3.06099652,-0.09085159,-34.72638996,-3.01707854
10.470,1.73768879,-0.15548084,2.74489659,1.74032143,-0.07564262,2.75597103,0.19470286,0.03077822,-0.07694555,0.19630562,0.03088577,-0.07393673,-0.09207366,-34.71843333,-3.06414629,-0.09127516,-34.72911691,-3.01981831
10.480,1.73963529,-0.15517157,2.74412341,1.74227911,-0.07532152,2.75520272,0.19459527,0.03107606,-0.07769015,0.19617116,0.03119176,-0.07466032,-0.09244833,-34.72107752,-3.06731934,-0.09168241,-34.73186729,-3.02258096
10.490,1.74158070,-0.15485932,2.74334278,1.74423542,-0.07499733,2.75442711,0.19448708,0.03137457,-0.07843642,0.19603597,0.03149851,-0.07538561,-0.09280786,-34.72374651,-3.07051483,-0.09207366,-34.73464270,-3.02536555
10.500,1.74352502,-0.15454407,2.74255468,1.74619034,-0.07467005,2.75364417,0.19437828,0.03167373,-0.07918433,0.19590009,0.03180600,-0.07611257,-0.09315235,-34.72643851,-3.07373335,-0.09244833,-34.73744175,-3.02817262
10.510,1.74546826,-0.15422584,2.74175909,1.74814388,-0.07433966,2.75285390,0.19426889,0.03197354,-0.07993386,0.19576353,0.03211424,-0.07684117,-0.09348100,-34.72915900,-3.07697565,-0.09280786,-34.74026598,-3.03100135
10.520,1.74741040,-0.15390460,2.74095599,1.75009603,-0.07400616,2.75205628,0.19415889,0.03227399,-0.08068496,0.19562631,0.03242322,-0.07757139,-0.09379502,-34.73190378,-3.08024221,-0.09315235,-34.74311360,-3.03385233
10.530,1.74935144,-0.15358036,2.74014538,1.75204677,-0.07366954,2.75125130,0.19404830,0.03257505,-0.08143763,0.19548847,0.03273295,-0.07830319,-0.09409416,-34.73467728,-3.08353106,-0.09348100,-34.74599007,-3.03672634
10.540,1.75129136,-0.15325310,2.73932724,1.75399612,-0.07332979,2.75043893,0.19393711,0.03287673,-0.08219183,0.19535001,0.03304342,-0.07903657,-0.09437950,-34.73747656,-3.08684277,-0.09379502,-34.74889120,-3.03962386
10.550,1.75323018,-0.15292282,2.73850154,1.75594406,-0.07298691,2.74961917,0.19382531,0.03317901,-0.08294753,0.19521097,0.03335463,-0.07977149,-0.09465017,-34.74030359,-3.09017967,-0.09409416,-34.75182141,-3.04254294
10.560,1.75516787,-0.15258952,2.73766828,1.75789058,-0.07264088,2.74879199,0.19371292,0.03348188,-0.08370471,0.19507136,0.03366657,-0.08050792,-0.09490741,-34.74316000,-3.09353974,-0.09437950,-34.75477775,-3.04548417
10.570,1.75710443,-0.15225318,2.73682744,1.75983569,-0.07229171,2.74795740,0.19359994,0.03378533,-0.08446334,0.19493120,0.03397924,-0.08124584,-0.09515122,-34.74604340,-3.09692378,-0.09465017,-34.75776221,-3.04844988
10.580,1.75903987,-0.15191381,2.73597901,1.76177938,-0.07193938,2.74711536,0.19348636,0.03408936,-0.08522339,0.19479052,0.03429263,-0.08198522,-0.09538123,-34.74895695,-3.10033123,-0.09490741,-34.76077640,-3.05143805
10.590,1.76097416,-0.15157139,2.73512297,1.76372164,-0.07158389,2.74626588,0.19337218,0.03439393,-0.08598484,0.19464934,0.03460673,-0.08272605,-0.09559896,-34.75189923,-3.10376310,-0.09515122,-34.76381792,-3.05444952
10.600,1.76290731,-0.15122593,2.73425931,1.76566246,-0.07122523,2.74540893,0.19325740,0.03469906,-0.08674765,0.19450768,0.03492154,-0.08346829,-0.09580391,-34.75487263,-3.10721879,-0.09538123,-34.76688994,-3.05748373
10.610,1.76483930,-0.15087741,2.73338801,1.76760185,-0.07086340,2.74454450,0.19314203,0.03500472,-0.08751181,0.19436555,0.03523705,-0.08421191,-0.09599698,-34.75787525,-3.11069953,-0.09559896,-34.76999103,-3.06054170
10.620,1.76677015,-0.15052583,2.73250907,1.76953981,-0.07049838,2.74367258,0.19302607,0.03531091,-0.08827729,0.19422298,0.03555325,-0.08495690,-0.09617721,-34.76090809,-3.11420338,-0.09580391,-34.77312355,-3.06362286
10.630,1.76869982,-0.15017119,2.73162246,1.77147632,-0.07013017,2.74279316,0.19290951,0.03561762,-0.08904405,0.19407999,0.03587013,-0.08570323,-0.09634673,-34.76397249,-3.11773280,-0.09599698,-34.77628564,-3.06672842
10.640,1.77062833,-0.14981348,2.73072818,1.77341138,-0.06975877,2.74190622,0.19279236,0.03592483,-0.08981208,0.19393658,0.03618768,-0.08645087,-0.09650446,-34.76706805,-3.12128614,-0.09617721,-34.77947826,-3.06985649
10.650,1.77255567,-0.14945269,2.72982622,1.77534499,-0.06938416,2.74101176,0.19267461,0.03623254,-0.09058134,0.19379279,0.03650589,-0.08719979,-0.09665105,-34.77019367,-3.12486295,-0.09634673,-34.78270275,-3.07300951
10.660,1.77448182,-0.14908882,2.72891655,1.77727716,-0.06900635,2.74010975,0.19255628,0.03654073,-0.09135182,0.19364863,0.03682475,-0.08794999,-0.09678731,-34.77335087,-3.12846612,-0.09650446,-34.78595871,-3.07618586
10.670,1.77640679,-0.14872187,2.72799918,1.77920786,-0.06862532,2.73920019,0.19243735,0.03684939,-0.09212348,0.19350411,0.03714424,-0.08870141,-0.09691300,-34.77654077,-3.13209231,-0.09665105,-34.78924503,-3.07938510
10.680,1.77833057,-0.14835183,2.72707408,1.78113711,-0.06824107,2.73828308,0.19231783,0.03715852,-0.09289630,0.19335925,0.03746436,-0.08945406,-0.09702856,-34.77976217,-3.13574436,-0.09678731,-34.79256322,-3.08261012
10.690,1.78025315,-0.14797870,2.72614125,1.78306489,-0.06785360,2.73735838,0.19219772,0.03746810,-0.09367025,0.19321408,0.03778509,-0.09020789,-0.09713453,-34.78301642,-3.13942060,-0.09691300,-34.79591441,-3.08585762
10.700,1.78217452,-0.14760247,2.72520067,1.78499121,-0.06746290,2.73642610,0.19207702,0.03777812,-0.09444530,0.19306860,0.03810641,-0.09096288,-0.09723146,-34.78630255,-3.14312234,-0.09702856,-34.79929736,-3.08913042
10.710,1.78409469,-0.14722314,2.72425234,1.78691607,-0.06706896,2.73548623,0.19195573,0.03808857,-0.09522144,0.19292282,0.03842832,-0.09171902,-0.09731889,-34.78962150,-3.14684816,-0.09713453,-34.80271344,-3.09242688
10.720,1.78601363,-0.14684070,2.72329624,1.78883946,-0.06667177,2.73453875,0.19183386,0.03839945,-0.09599863,0.19277678,0.03875081,-0.09247628,-0.09739825,-34.79297185,-3.15059935,-0.09723146,-34.80616167,-3.09574832
10.730,1.78793136,-0.14645515,2.72233236,1.79076137,-0.06627134,2.73358365,0.19171139,0.03871074,-0.09677684,0.19263047,0.03907384,-0.09323463,-0.09746884,-34.79635482,-3.15437585,-0.09731889,-34.80964298,-3.09909333
10.740,1.78984786,-0.14606648,2.72136070,1.79268181,-0.06586766,2.73262093,0.19158834,0.03902243,-0.09755606,0.19248391,0.03939742,-0.09399405,-0.09753147,-34.79976924,-3.15817632,-0.09739825,-34.81315593,-3.10246320
10.750,1.79176313,-0.14567470,2.72038124,1.79460078,-0.06546072,2.73165057,0.19146470,0.03933450,-0.09833626,0.19233712,0.03972152,-0.09475452,-0.09758630,-34.80321827,-3.16200222,-0.09746884,-34.81670174,-3.10585789
10.760,1.79367715,-0.14527979,2.71939397,1.79651827,-0.06505052,2.73067256,0.19134047,0.03964696,-0.09911741,0.19219011,0.04004614,-0.09551601,-0.09763439,-34.80669799,-3.16585361,-0.09753147,-34.82027923,-3.10927607
10.770,1.79558993,-0.14488176,2.71839888,1.79843429,-0.06463706,2.72968690,0.19121566,0.03995979,-0.09989948,0.19204289,0.04037125,-0.09627851,-0.09767518,-34.81021142,-3.16973056,-0.09758630,-34.82389157,-3.11271922
10.780,1.79750146,-0.14448059,2.71739598,1.80034882,-0.06422032,2.72869358,0.19109026,0.04027298,-0.10068246,0.19189548,0.04069685,-0.09704199,-0.09770933,-34.81375529,-3.17363033,-0.09763439,-34.82753480,-3.11618740
10.790,1.79941174,-0.14407630,2.71638523,1.80226187,-0.06380031,2.72769258,0.19096428,0.04058652,-0.10146630,0.19174788,0.04102291,-0.09780643,-0.09773677,-34.81733422,-3.17755731,-0.09767518,-34.83121197,-3.11968069
10.800,1.80132075,-0.14366886,2.71536665,1.80417344,-0.06337702,2.72668390,0.19083772,0.04090040,-0.10225100,0.19160010,0.04134942,-0.09857180,-0.09775856,-34.82094281,-3.18150751,-0.09770933,-34.83491976,-3.12319637
10.810,1.80322849,-0.14325829,2.71434021,1.80608352,-0.06295045,2.72566753,0.19071057,0.04121461,-0.10303652,0.19145217,0.04167636,-0.09933809,-0.09777486,-34.82458563,-3.18548399,-0.09773677,-34.83866281,-3.12673883
10.820,1.80513496,-0.14284457,2.71330591,1.80799212,-0.06252059,2.72464347,0.19058284,0.04152914,-0.10382285,0.19130408,0.04200372,-0.10010527,-0.09778560,-34.82825921,-3.18948571,-0.09775856,-34.84243572,-3.13030411
10.830,1.80704014,-0.14242770,2.71226375,1.80989923,-0.06208744,2.72361169,0.19045453,0.04184398,-0.10460994,0.19115584,0.04233149,-0.10087331,-0.09779184,-34.83196401,-3.19351122,-0.09777486,-34.84624302,-3.13389527
10.840,1.80894405,-0.14200769,2.71121371,1.81180485,-0.06165100,2.72257220,0.19032563,0.04215911,-0.10539778,0.19100747,0.04265964,-0.10164220,-0.09779272,-34.83570289,-3.19756247,-0.09778560,-34.85008125,-3.13751128
10.850,1.81084665,-0.14158452,2.71015579,1.81370899,-0.06121127,2.72152499,0.19019616,0.04247454,-0.10618635,0.19085897,0.04298815,-0.10241191,-0.09779006,-34.83947154,-3.20163843,-0.09779184,-34.85395087,-3.14115069
10.860,1.81274797,-0.14115820,2.70908998,1.81561163,-0.06076823,2.72047005,0.19006610,0.04279025,-0.10697562,0.19071036,0.04331702,-0.10318242,-0.09778264,-34.84327271,-3.20573944,-0.09779272,-34.85785470,-3.14481549
10.870,1.81464797,-0.14072871,2.70801628,1.81751279,-0.06032189,2.71940738,0.18993547,0.04310622,-0.10776556,0.19056163,0.04364623,-0.10395371,-0.09777224,-34.84710308,-3.20986441,-0.09779006,-34.86178847,-3.14850464
10.880,1.81654667,-0.14029607,2.70693467,1.81941245,-0.05987225,2.71833696,0.18980425,0.04342246,-0.10855615,0.19041280,0.04397576,-0.10472576,-0.09775816,-34.85096629,-3.21401537,-0.09778264,-34.86575488,-3.15221850
10.890,1.81844406,-0.13986026,2.70584515,1.82131062,-0.05941930,2.71725879,0.18967246,0.04373895,-0.10934736,0.19026388,0.04430559,-0.10549853,-0.09774068,-34.85485898,-3.21819132,-0.09777224,-34.86975063,-3.15595599
10.900,1.82034012,-0.13942129,2.70474772,1.82320730,-0.05896304,2.71617286,0.18954009,0.04405567,-0.11013918,0.19011486,0.04463571,-0.10627201,-0.09772094,-34.85878374,-3.22239146,-0.09775816,-34.87377933,-3.15971915
10.910,1.82223486,-0.13897915,2.70364237,1.82510248,-0.05850346,2.71507918,0.18940715,0.04437263,-0.11093157,0.18996576,0.04496610,-0.10704618,-0.09769836,-34.86273814,-3.22661618,-0.09774068,-34.87783761,-3.16350699
10.920,1.82412826,-0.13853384,2.70252909,1.82699617,-0.05804058,2.71397772,0.18927362,0.04468980,-0.11172451,0.18981657,0.04529675,-0.10782100,-0.09767421,-34.86672306,-3.23086618,-0.09772094,-34.88192809,-3.16731871
10.930,1.82602033,-0.13808535,2.70140787,1.82888837,-0.05757437,2.71286849,0.18913953,0.04500719,-0.11251798,0.18966732,0.04562764,-0.10859647,-0.09764763,-34.87073595,-3.23514220,-0.09769836,-34.88604829,-3.17115474
10.940,1.82791105,-0.13763369,2.70027873,1.83077907,-0.05710485,2.71175149,0.18900485,0.04532478,-0.11331195,0.18951799,0.04595874,-0.10937255,-0.09762001,-34.87477931,-3.23944036,-0.09767421,-34.89019910,-3.17501578
10.950,1.82980042,-0.13717886,2.69914163,1.83266827,-0.05663201,2.71062669,0.18886961,0.04564256,-0.11410640,0.18936859,0.04629006,-0.11014923,-0.09759100,-34.87885330,-3.24376589,-0.09764763,-34.89437796,-3.17890257
10.960,1.83168844,-0.13672084,2.69799660,1.83455598,-0.05615585,2.70949411,0.18873379,0.04596052,-0.11490130,0.18921914,0.04662157,-0.11092647,-0.09756084,-34.88295400,-3.24811355,-0.09762001,-34.89858736,-3.18281126
10.970,1.83357510,-0.13625965,2.69684361,1.83644219,-0.05567637,2.70835373,0.18859739,0.04627865,-0.11569663,0.18906962,0.04695326,-0.11170427,-0.09753004,-34.88708547,-3.25248712,-0.09759100,-34.90282746,-3.18674706
10.980,1.83546039,-0.13579527,2.69568266,1.83832690,-0.05519356,2.70720556,0.18846043,0.04659695,-0.11649237,0.18892004,0.04728511,-0.11248258,-0.09749886,-34.89124341,-3.25688604,-0.09756084,-34.90709432,-3.19070478
10.990,1.83734430,-0.13532771,2.69451376,1.84021012,-0.05470743,2.70604958,0.18832289,0.04691539,-0.11728848,0.18877041,0.04761710,-0.11326140,-0.09746804,-34.89543052,-3.26130803,-0.09753004,-34.91139201,-3.19468819
11.000,1.83922684,-0.13485696,2.69333689,1.84209184,-0.05421798,2.70488579,0.18818478,0.04723398,-0.11808496,0.18862073,0.04794923,-0.11404070,-0.09743694,-34.89964414,-3.26575567,-0.09749886,-34.91571621,-3.19869674
11.010,1.84110800,-0.13438303,2.69215206,1.84397205,-0.05372519,2.70371420,0.18804610,0.04755271,-0.11888177,0.18847099,0.04828147,-0.11482046,-0.09740606,-34.90388622,-3.27022678,-0.09746804,-34.92006962,-3.20272817
11.020,1.84298776,-0.13390591,2.69095926,1.84585077,-0.05322908,2.70253479,0.18790685,0.04787156,-0.11967889,0.18832121,0.04861382,-0.11560065,-0.09737637,-34.90815509,-3.27472235,-0.09743694,-34.92444957,-3.20678506
11.030,1.84486613,-0.13342560,2.68975848,1.84772799,-0.05272965,2.70134756,0.18776704,0.04819052,-0.12047630,0.18817137,0.04894625,-0.11638125,-0.09734723,-34.91245068,-3.27924345,-0.09740606,-34.92885799,-3.21086526
11.040,1.84674310,-0.13294210,2.68854973,1.84960371,-0.05222689,2.70015250,0.18762665,0.04850959,-0.12127396,0.18802148,0.04927876,-0.11716223,-0.09731935,-34.91677253,-3.28378797,-0.09737637,-34.93329323,-3.21496975
11.050,1.84861866,-0.13245540,2.68733300,1.85147793,-0.05172080,2.69894963,0.18748570,0.04882875,-0.12207187,0.18787154,0.04961133,-0.11794358,-0.09729296,-34.92111892,-3.28835721,-0.09734723,-34.93775519,-3.21909963
11.060,1.85049281,-0.13196552,2.68610829,1.85335064,-0.05121138,2.69773892,0.18734418,0.04914800,-0.12287000,0.18772155,0.04994394,-0.11872528,-0.09726814,-34.92549337,-3.29295071,-0.09731935,-34.94224342,-3.22325280
11.070,1.85236555,-0.13147244,2.68487560,1.85522186,-0.05069863,2.69652039,0.18720209,0.04946732,-0.12366831,0.18757150,0.05027659,-0.11950729,-0.09724485,-34.92989212,-3.29756794,-0.09729296,-34.94675619,-3.22743054
11.080,1.85423685,-0.13097617,2.68363492,1.85709157,-0.05018256,2.69529402,0.18705944,0.04978672,-0.12446680,0.18742140,0.05060925,-0.12028960,-0.09722441,-34.93431631,-3.30221032,-0.09726814,-34.95129700,-3.23163245
11.090,1.85610673,-0.13047671,2.68238626,1.85895978,-0.04966316,2.69405983,0.18691623,0.05010617,-0.12526543,0.18727125,0.05094192,-0.12107219,-0.09720578,-34.93876645,-3.30687589,-0.09724485,-34.95586210,-3.23585797
11.100,1.85797518,-0.12997405,2.68112961,1.86082648,-0.04914043,2.69281779,0.18677245,0.05042567,-0.12606418,0.18712104,0.05127459,-0.12185503,-0.09718951,-34.94324001,-3.31156592,-0.09722441,-34.96045260,-3.24010854
11.110,1.85984218,-0.12946820,2.67986498,1.86269168,-0.04861438,2.69156792,0.18662811,0.05074521,-0.12686303,0.18697077,0.05160724,-0.12263810,-0.09717642,-34.94773877,-3.31627874,-0.09720578,-34.96506904,-3.24438224
11.120,1.86170774,-0.12895915,2.67859235,1.86455537,-0.04808501,2.69031020,0.18648320,0.05106478,-0.12766196,0.18682043,0.05193985,-0.12342137,-0.09716606,-34.95226049,-3.32101719,-0.09718951,-34.96970886,-3.24868032
11.130,1.86357184,-0.12844690,2.67731174,1.86641756,-0.04755230,2.68904465,0.18633773,0.05138437,-0.12846094,0.18667003,0.05227242,-0.12420483,-0.09715923,-34.95680491,-3.32577811,-0.09717642,-34.97437383,-3.25300114
11.140,1.86543449,-0.12793146,2.67602313,1.86827824,-0.04701628,2.68777126,0.18619170,0.05170398,-0.12925995,0.18651957,0.05260494,-0.12498845,-0.09715535,-34.96137342,-3.33056440,-0.09716606,-34.97906173,-3.25734754
11.150,1.86729567,-0.12741282,2.67472654,1.87013742,-0.04647693,2.68649003,0.18604512,0.05202359,-0.13005897,0.18636903,0.05293738,-0.12577220,-0.09715520,-34.96596411,-3.33537302,-0.09715923,-34.98377227,-3.26171638
11.160,1.86915539,-0.12689099,2.67342196,1.87199508,-0.04593426,2.68520095,0.18589797,0.05234319,-0.13085797,0.18621841,0.05326975,-0.12655607,-0.09715845,-34.97057869,-3.34020534,-0.09715535,-34.98850684,-3.26611056
11.170,1.87101363,-0.12636596,2.67210938,1.87385124,-0.04538828,2.68390403,0.18575026,0.05266277,-0.13165693,0.18606771,0.05360202,-0.12734003,-0.09716586,-34.97521485,-3.34506290,-0.09715520,-34.99326353,-3.27052707
11.180,1.87287039,-0.12583773,2.67078882,1.87570588,-0.04483897,2.68259927,0.18560199,0.05298233,-0.13245584,0.18591693,0.05393419,-0.12812406,-0.09717733,-34.97987190,-3.34994291,-0.09715845,-34.99804404,-3.27496727
11.190,1.87472567,-0.12530631,2.66946026,1.87755902,-0.04428634,2.68128666,0.18545317,0.05330186,-0.13325466,0.18576605,0.05426625,-0.12890813,-0.09719263,-34.98455151,-3.35484819,-0.09716586,-35.00284606,-3.27943273
11.200,1.87657945,-0.12477169,2.66812372,1.87941064,-0.04373041,2.67996622,0.18530379,0.05362135,-0.13405337,0.18561508,0.05459818,-0.12969222,-0.09721277,-34.98925135,-3.35977590,-0.09717733,-35.00766888,-3.28392065
11.210,1.87843174,-0.12423388,2.66677920,1.88126075,-0.04317115,2.67863793,0.18515386,0.05394078,-0.13485195,0.18546401,0.05492997,-0.13047632,-0.09723699,-34.99397341,-3.36472611,-0.09719263,-35.01251419,-3.28843388
11.220,1.88028253,-0.12369288,2.66542669,1.88310934,-0.04260859,2.67730181,0.18500337,0.05426016,-0.13565039,0.18531284,0.05526162,-0.13126041,-0.09726580,-34.99871664,-3.36970063,-0.09721277,-35.01737963,-3.29296957
11.230,1.88213181,-0.12314868,2.66406619,1.88495642,-0.04204271,2.67595784,0.18485232,0.05457946,-0.13644865,0.18516155,0.05559312,-0.13204444,-0.09729956,-35.00347931,-3.37469952,-0.09723699,-35.02226721,-3.29752784
11.240,1.88397957,-0.12260129,2.66269771,1.88680198,-0.04147353,2.67460604,0.18470072,0.05489869,-0.13724672,0.18501014,0.05592444,-0.13282841,-0.09733851,-35.00826229,-3.37972164,-0.09726580,-35.02717585,-3.30211047
11.250,1.88582582,-0.12205071,2.66132126,1.88864602,-0.04090104,2.67324640,0.18454857,0.05521783,-0.13804456,0.18485861,0.05625559,-0.13361230,-0.09738200,-35.01306554,-3.38476554,-0.09729956,-35.03210382,-3.30671755
11.260,1.88767054,-0.12149693,2.65993682,1.89048854,-0.04032524,2.67187892,0.18439587,0.05553687,-0.13884217,0.18470695,0.05658655,-0.13439607,-0.09743088,-35.01788664,-3.38983470,-0.09733851,-35.03705201,-3.31134795
11.270,1.88951374,-0.12093997,2.65854441,1.89232954,-0.03974615,2.67050362,0.18424261,0.05585581,-0.13963952,0.18455515,0.05691731,-0.13517971,-0.09748461,-35.02272874,-3.39492643,-0.09738200,-35.04202034,-3.31600022
11.280,1.89135539,-0.12037982,2.65714403,1.89416901,-0.03916375,2.66912048,0.18408880,0.05617463,-0.14043658,0.18440321,0.05724787,-0.13596320,-0.09754441,-35.02758980,-3.40004094,-0.09743088,-35.04700641,-3.32067786
11.290,1.89319551,-0.11981648,2.65573568,1.89600696,-0.03857806,2.66772952,0.18393445,0.05649334,-0.14123334,0.18425112,0.05757821,-0.13674652,-0.09760900,-35.03246861,-3.40517875,-0.09748461,-35.05201336,-3.32537819
11.300,1.89503408,-0.11924995,2.65431937,1.89784338,-0.03798907,2.66633073,0.18377954,0.05681191,-0.14202977,0.18409887,0.05790833,-0.13752964,-0.09767944,-35.03736537,-3.41033870,-0.09754441,-35.05703913,-3.33010144
11.310,1.89687110,-0.11868024,2.65289509,1.89967827,-0.03739679,2.66492411,0.18362409,0.05713034,-0.14282585,0.18394646,0.05823820,-0.13831255,-0.09775530,-35.04228123,-3.41552278,-0.09760900,-35.06208253,-3.33484812
11.320,1.89870656,-0.11810734,2.65146285,1.90151163,-0.03680122,2.66350968,0.18346809,0.05744863,-0.14362156,0.18379387,0.05856784,-0.13909521,-0.09783702,-35.04721333,-3.42073002,-0.09767944,-35.06714374,-3.33961711
11.330,1.90054046,-0.11753127,2.65002266,1.90334346,-0.03620237,2.66208743,0.18331154,0.05776675,-0.14441688,0.18364110,0.05889722,-0.13987761,-0.09792441,-35.05216582,-3.42595944,-0.09775530,-35.07222392,-3.34441037
11.340,1.90237279,-0.11695201,2.64857452,1.90517375,-0.03560023,2.66065737,0.18315444,0.05808472,-0.14521179,0.18348814,0.05922634,-0.14065973,-0.09801778,-35.05713314,-3.43121160,-0.09783702,-35.07732018,-3.34922698
11.350,1.90420355,-0.11636957,2.64711843,1.90700251,-0.03499482,2.65921950,0.18299680,0.05840250,-0.14600626,0.18333499,0.05955519,-0.14144153,-0.09811680,-35.06211774,-3.43648702,-0.09792441,-35.08243668,-3.35406596
11.360,1.90603272,-0.11578396,2.64565439,1.90882972,-0.03438612,2.65777383,0.18283862,0.05872011,-0.14680027,0.18318164,0.05988375,-0.14222301,-0.09822226,-35.06712001,-3.44178635,-0.09801778,-35.08756787,-3.35892787
11.370,1.90786032,-0.11519517,2.64418242,1.91065540,-0.03377415,2.65632035,0.18267989,0.05903752,-0.14759380,0.18302807,0.06021203,-0.14300415,-0.09833308,-35.07213805,-3.44710723,-0.09811680,-35.09271617,-3.36381325
11.380,1.90968632,-0.11460321,2.64270252,1.91247953,-0.03315891,2.65485908,0.18252062,0.05935474,-0.14838684,0.18287428,0.06054001,-0.14378491,-0.09845040,-35.07717260,-3.45245042,-0.09822226,-35.09788198,-3.36872275
11.390,1.91151073,-0.11400808,2.64121469,1.91430211,-0.03254041,2.65339002,0.18236081,0.05967174,-0.14917936,0.18272026,0.06086769,-0.14456528,-0.09857352,-35.08222372,-3.45781654,-0.09833308,-35.10306341,-3.37365403
11.400,1.91333354,-0.11340978,2.63971893,1.91612314,-0.03191864,2.65191317,0.18220045,0.05998853,-0.14997133,0.18256601,0.06119504,-0.14534524,-0.09870282,-35.08729007,-3.46320627,-0.09845040,-35.10826116,-3.37860786
11.410,1.91515474,-0.11280831,2.63821526,1.91794262,-0.03129360,2.65042853,0.18203956,0.06030510,-0.15076274,0.18241151,0.06152208,-0.14612477,-0.09883832,-35.09237100,-3.46861751,-0.09857352,-35.11347531,-3.38358487
11.420,1.91697432,-0.11220368,2.63670368,1.91976055,-0.03066532,2.64893612,0.18187813,0.06062143,-0.15155357,0.18225676,0.06184878,-0.14690384,-0.09898042,-35.09746820,-3.47405102,-0.09870282,-35.11870452,-3.38858574
