t,q_des_1,q_des_2,q_des_3,q_act_1,q_act_2,q_act_3,dv1,dv2,dv3,qd1,qd2,qd3,tau_total_1,tau_total_2,tau_total_3,tau_sensed1,tau_sensed2,tau_sensed3
11.430,1.91879230,-0.11159588,2.63518419,1.92157691,-0.03003377,2.64743594,0.18171615,0.06093752,-0.15234379,0.18210175,0.06217514,-0.14768244,-0.09912799,-35.10257867,-3.47950755,-0.09883832,-35.12394811,-3.39360839
11.440,1.92060865,-0.11098493,2.63365681,1.92339172,-0.02939898,2.64592799,0.18155364,0.06125336,-0.15313339,0.18194646,0.06250116,-0.14846055,-0.09928203,-35.10770570,-3.48498510,-0.09898042,-35.12920780,-3.39865359
11.450,1.92242337,-0.11037081,2.63212153,1.92520496,-0.02876094,2.64441228,0.18139059,0.06156894,-0.15392234,0.18179090,0.06282682,-0.14923814,-0.09944242,-35.11284460,-3.49048593,-0.09912799,-35.13448057,-3.40372210
11.460,1.92423646,-0.10975355,2.63057836,1.92701664,-0.02811966,2.64288882,0.18122701,0.06188425,-0.15471063,0.18163505,0.06315211,-0.15001519,-0.09960879,-35.11800063,-3.49600965,-0.09928203,-35.13976969,-3.40881193
11.470,1.92604791,-0.10913313,2.62902732,1.92882674,-0.02747515,2.64135761,0.18106289,0.06219929,-0.15549822,0.18147890,0.06347703,-0.15079168,-0.09978147,-35.12316873,-3.50155399,-0.09944242,-35.14507049,-3.41392535
11.480,1.92785771,-0.10850956,2.62746840,1.93063527,-0.02682739,2.63981865,0.18089823,0.06251405,-0.15628511,0.18132245,0.06380156,-0.15156759,-0.09996072,-35.12835014,-3.50712161,-0.09960879,-35.15038822,-3.41906198
11.490,1.92966587,-0.10788285,2.62590162,1.93244223,-0.02617641,2.63827197,0.18073304,0.06282851,-0.15707128,0.18116568,0.06412571,-0.15234291,-0.10014564,-35.13354644,-3.51271059,-0.09978147,-35.15571781,-3.42421956
11.500,1.93147237,-0.10725299,2.62432698,1.93424760,-0.02552220,2.63671755,0.18056732,0.06314268,-0.15785669,0.18100859,0.06444946,-0.15311760,-0.10033696,-35.13875416,-3.51832173,-0.09996072,-35.16106049,-3.42940077
11.510,1.93327721,-0.10662000,2.62274449,1.93605139,-0.02486478,2.63515541,0.18040107,0.06345653,-0.15864133,0.18085117,0.06477280,-0.15389166,-0.10053439,-35.14397720,-3.52395474,-0.10014564,-35.16641785,-3.43460368
11.520,1.93508039,-0.10598386,2.62115415,1.93785359,-0.02420413,2.63358556,0.18023428,0.06377007,-0.15942519,0.18069341,0.06509573,-0.15466505,-0.10073778,-35.14921005,-3.52961083,-0.10033696,-35.17178642,-3.43982911
11.530,1.93688190,-0.10534460,2.61955598,1.93965420,-0.02354027,2.63200800,0.18006696,0.06408329,-0.16020823,0.18053530,0.06541824,-0.15543776,-0.10094721,-35.15445787,-3.53528795,-0.10053439,-35.17717008,-3.44507679
11.540,1.93868173,-0.10470220,2.61794999,1.94145321,-0.02287321,2.63042274,0.17989912,0.06439618,-0.16099045,0.18037683,0.06574031,-0.15620978,-0.10116277,-35.15971584,-3.54098590,-0.10073778,-35.18256333,-3.45034792
11.550,1.94047988,-0.10405668,2.61633618,1.94325063,-0.02220294,2.62882979,0.17973074,0.06470872,-0.16177181,0.18021800,0.06606195,-0.15698108,-0.10138442,-35.16498745,-3.54670568,-0.10094721,-35.18797130,-3.45564047
11.560,1.94227634,-0.10340803,2.61471456,1.94504644,-0.02152947,2.62722916,0.17956184,0.06502092,-0.16255231,0.18005880,0.06638314,-0.15775164,-0.10161212,-35.17026911,-3.55244724,-0.10116277,-35.19338920,-3.46095425
11.570,1.94407111,-0.10275626,2.61308513,1.94684064,-0.02085281,2.62562085,0.17939241,0.06533277,-0.16333191,0.17989921,0.06670388,-0.15852144,-0.10184567,-35.17556191,-3.55821167,-0.10138442,-35.19882049,-3.46629027
11.580,1.94586419,-0.10210137,2.61144792,1.94863324,-0.02017296,2.62400487,0.17922245,0.06564424,-0.16411061,0.17973923,0.06702415,-0.15929045,-0.10208479,-35.18086566,-3.56399594,-0.10161212,-35.20426160,-3.47164849
11.590,1.94765556,-0.10144337,2.60980293,1.95042421,-0.01948993,2.62238124,0.17905197,0.06595535,-0.16488838,0.17957885,0.06734396,-0.16005867,-0.10233003,-35.18618040,-3.56980119,-0.10184567,-35.20971360,-3.47703000
11.600,1.94944523,-0.10078227,2.60815016,1.95221357,-0.01880372,2.62074996,0.17888096,0.06626608,-0.16566520,0.17941806,0.06766328,-0.16082608,-0.10258071,-35.19150756,-3.57562881,-0.10208479,-35.21517628,-3.48243179
11.610,1.95123318,-0.10011805,2.60648963,1.95400130,-0.01811433,2.61911103,0.17870943,0.06657642,-0.16644105,0.17925686,0.06798212,-0.16159264,-0.10283739,-35.19684216,-3.58147717,-0.10233003,-35.22064972,-3.48785503
11.620,1.95301941,-0.09945074,2.60482134,1.95578741,-0.01742177,2.61746448,0.17853738,0.06688636,-0.16721591,0.17909523,0.06830046,-0.16235834,-0.10309975,-35.20218923,-3.58734769,-0.10258071,-35.22613530,-3.49330108
11.630,1.95480392,-0.09878033,2.60314531,1.95757188,-0.01672606,2.61581030,0.17836480,0.06719591,-0.16798977,0.17893317,0.06861830,-0.16312317,-0.10336761,-35.20754508,-3.59323888,-0.10283739,-35.23162808,-3.49876835
11.640,1.95658671,-0.09810682,2.60146155,1.95935471,-0.01602718,2.61414851,0.17819170,0.06750504,-0.16876259,0.17877067,0.06893563,-0.16388710,-0.10364050,-35.21290941,-3.59915045,-0.10309975,-35.23713303,-3.50425824
11.650,1.95836776,-0.09743023,2.59977006,1.96113590,-0.01532515,2.61247912,0.17801809,0.06781375,-0.16953437,0.17860772,0.06925244,-0.16465012,-0.10391899,-35.21828486,-3.60508408,-0.10336761,-35.24264651,-3.50976929
11.660,1.96014707,-0.09675055,2.59807086,1.96291544,-0.01461998,2.61080214,0.17784395,0.06812204,-0.17030509,0.17844432,0.06956872,-0.16541220,-0.10420298,-35.22366806,-3.61103828,-0.10364050,-35.24816820,-3.51530123
11.670,1.96192463,-0.09606779,2.59636396,1.96469333,-0.01391166,2.60911757,0.17766929,0.06842989,-0.17107472,0.17828045,0.06988447,-0.16617333,-0.10449253,-35.22906029,-3.61701295,-0.10391899,-35.25370072,-3.52085572
11.680,1.96370045,-0.09538195,2.59464937,1.96646956,-0.01320021,2.60742543,0.17749412,0.06873730,-0.17184325,0.17811611,0.07019968,-0.16693349,-0.10478669,-35.23446015,-3.62300825,-0.10420298,-35.25924070,-3.52643129
11.690,1.96547451,-0.09469304,2.59292710,1.96824413,-0.01248562,2.60572573,0.17731843,0.06904426,-0.17261065,0.17795129,0.07051433,-0.16769267,-0.10508624,-35.23986855,-3.62902414,-0.10449253,-35.26478943,-3.53202786
11.700,1.96724682,-0.09400107,2.59119716,1.97001703,-0.01176792,2.60401848,0.17714223,0.06935077,-0.17337691,0.17778599,0.07082842,-0.16845083,-0.10539022,-35.24528605,-3.63506085,-0.10478669,-35.27034550,-3.53764558
11.710,1.96901736,-0.09330603,2.58945957,1.97178826,-0.01104709,2.60230368,0.17696551,0.06965681,-0.17414201,0.17762020,0.07114195,-0.16920797,-0.10569941,-35.25070988,-3.64111702,-0.10508624,-35.27590982,-3.54328445
11.720,1.97078613,-0.09260793,2.58771433,1.97355781,-0.01032315,2.60058136,0.17678827,0.06996237,-0.17490594,0.17745390,0.07145490,-0.16996406,-0.10601347,-35.25614090,-3.64719442,-0.10539022,-35.28148293,-3.54894469
11.730,1.97255312,-0.09190679,2.58596145,1.97532567,-0.00959611,2.59885152,0.17661053,0.07026746,-0.17566866,0.17728710,0.07176727,-0.17071909,-0.10633233,-35.26158123,-3.65329308,-0.10569941,-35.28706207,-3.55462495
11.740,1.97431833,-0.09120259,2.58420096,1.97709185,-0.00886597,2.59711417,0.17643227,0.07057207,-0.17643016,0.17711978,0.07207905,-0.17147302,-0.10665587,-35.26702574,-3.65941030,-0.10601347,-35.29264809,-3.56032700
11.750,1.97608176,-0.09049535,2.58243285,1.97885634,-0.00813273,2.59536933,0.17625349,0.07087617,-0.17719043,0.17695195,0.07239023,-0.17222586,-0.10698374,-35.27247791,-3.66554941,-0.10633233,-35.29824311,-3.56605089
11.760,1.97784340,-0.08978507,2.58065715,1.98061912,-0.00739640,2.59361700,0.17607421,0.07117978,-0.17794945,0.17678358,0.07270080,-0.17297758,-0.10731588,-35.27793550,-3.67170770,-0.10665587,-35.30384199,-3.57179394
11.770,1.97960325,-0.08907175,2.57887387,1.98238020,-0.00665700,2.59185720,0.17589442,0.07148288,-0.17870719,0.17661469,0.07301075,-0.17372816,-0.10765203,-35.28339767,-3.67788533,-0.10698374,-35.30944821,-3.57755947
11.780,1.98136129,-0.08835541,2.57708301,1.98413957,-0.00591452,2.59008994,0.17571412,0.07178546,-0.17946364,0.17644525,0.07332008,-0.17447758,-0.10799286,-35.28886718,-3.68408421,-0.10731588,-35.31505953,-3.58334478
11.790,1.98311753,-0.08763604,2.57528460,1.98589722,-0.00516897,2.58831524,0.17553332,0.07208751,-0.18021878,0.17627527,0.07362877,-0.17522583,-0.10833739,-35.29434081,-3.69030171,-0.10765203,-35.32067510,-3.58915004
11.800,1.98487195,-0.08691366,2.57347864,1.98765315,-0.00442036,2.58653309,0.17535200,0.07238904,-0.18097259,0.17610473,0.07393683,-0.17597288,-0.10868652,-35.29982060,-3.69653968,-0.10799286,-35.32629768,-3.59497718
11.810,1.98662457,-0.08618827,2.57166515,1.98940736,-0.00366869,2.58474353,0.17517018,0.07269002,-0.18172506,0.17593364,0.07424424,-0.17671873,-0.10903865,-35.30530597,-3.70279711,-0.10833739,-35.33192404,-3.60082358
11.820,1.98837536,-0.08545986,2.56984415,1.99115983,-0.00291398,2.58294656,0.17498786,0.07299046,-0.18247616,0.17576199,0.07455099,-0.17746335,-0.10939493,-35.31079293,-3.70907284,-0.10868652,-35.33755622,-3.60669107
11.830,1.99012432,-0.08472846,2.56801564,1.99291056,-0.00215623,2.58114219,0.17480503,0.07329035,-0.18322588,0.17558977,0.07485708,-0.17820673,-0.10975512,-35.31628615,-3.71536891,-0.10903865,-35.34319364,-3.61257869
11.840,1.99187146,-0.08399406,2.56617963,1.99465955,-0.00139544,2.57933044,0.17462170,0.07358968,-0.18397419,0.17541697,0.07516250,-0.17894884,-0.11011826,-35.32178231,-3.72168574,-0.10939493,-35.34883230,-3.61848526
11.850,1.99361675,-0.08325667,2.56433616,1.99640678,-0.00063162,2.57751132,0.17443786,0.07388844,-0.18472109,0.17524360,0.07546723,-0.17968966,-0.11048561,-35.32728205,-3.72801953,-0.10975512,-35.35447687,-3.62441284
11.860,1.99536021,-0.08251629,2.56248522,1.99815226,0.00013521,2.57568484,0.17425353,0.07418662,-0.18546656,0.17506964,0.07577128,-0.18042919,-0.11085556,-35.33278406,-3.73437375,-0.11011826,-35.36012402,-3.63036185
11.870,1.99710182,-0.08177294,2.56062683,1.99989597,0.00090506,2.57385102,0.17406869,0.07448423,-0.18621057,0.17489509,0.07607463,-0.18116740,-0.11122902,-35.33829023,-3.74074739,-0.11048561,-35.36577439,-3.63632851
11.880,1.99884158,-0.08102661,2.55876101,2.00163792,0.00167791,2.57200987,0.17388336,0.07478124,-0.18695310,0.17471995,0.07637728,-0.18190428,-0.11160537,-35.34379790,-3.74713951,-0.11085556,-35.37142667,-3.64231629
11.890,2.00057949,-0.08027731,2.55688777,2.00337809,0.00245376,2.57016141,0.17369753,0.07507766,-0.18769415,0.17454422,0.07667921,-0.18263981,-0.11198440,-35.34930698,-3.75355089,-0.11122902,-35.37708274,-3.64832419
11.900,2.00231553,-0.07952506,2.55500713,2.00511648,0.00323260,2.56830564,0.17351120,0.07537348,-0.18843369,0.17436788,0.07698043,-0.18337397,-0.11236674,-35.35482005,-3.75998054,-0.11160537,-35.38273994,-3.65435129
11.910,2.00404971,-0.07876985,2.55311910,2.00685308,0.00401442,2.56644259,0.17332437,0.07566868,-0.18917171,0.17419093,0.07728092,-0.18410675,-0.11275154,-35.36033406,-3.76642918,-0.11198440,-35.38839817,-3.66039835
11.920,2.00578202,-0.07801169,2.55122370,2.00858788,0.00479922,2.56457227,0.17313705,0.07596327,-0.18990818,0.17401338,0.07758067,-0.18483813,-0.11313883,-35.36584885,-3.77289590,-0.11236674,-35.39406001,-3.66646441
11.930,2.00751245,-0.07725058,2.54932095,2.01032089,0.00558699,2.56269469,0.17294923,0.07625724,-0.19064309,0.17383521,0.07787968,-0.18556809,-0.11352887,-35.37136294,-3.77937997,-0.11275154,-35.39972242,-3.67255019
11.940,2.00924100,-0.07648654,2.54741085,2.01205209,0.00637772,2.56080987,0.17276092,0.07655057,-0.19137643,0.17365643,0.07817794,-0.18629662,-0.11392118,-35.37687923,-3.78588374,-0.11313883,-35.40538521,-3.67865480
11.950,2.01096767,-0.07571957,2.54549342,2.01378148,0.00717140,2.55891782,0.17257212,0.07684327,-0.19210817,0.17347702,0.07847544,-0.18702369,-0.11431543,-35.38239551,-3.79240641,-0.11352887,-35.41104691,-3.68477752
11.960,2.01269244,-0.07494968,2.54356869,2.01550905,0.00796802,2.55701856,0.17238283,0.07713532,-0.19283830,0.17329699,0.07877217,-0.18774929,-0.11471225,-35.38791263,-3.79894582,-0.11392118,-35.41671041,-3.69092070
11.970,2.01441532,-0.07417687,2.54163666,2.01723479,0.00876758,2.55511210,0.17219304,0.07742672,-0.19356681,0.17311634,0.07906813,-0.18847341,-0.11511091,-35.39342875,-3.80550433,-0.11431543,-35.42237351,-3.69708353
11.980,2.01613630,-0.07340115,2.53969736,2.01895871,0.00957007,2.55319846,0.17200277,0.07771747,-0.19429367,0.17293505,0.07936331,-0.18919602,-0.11551133,-35.39894395,-3.81207970,-0.11471225,-35.42803705,-3.70326389
11.990,2.01785537,-0.07262252,2.53775079,2.02068078,0.01037548,2.55127766,0.17181201,0.07800754,-0.19501886,0.17275313,0.07965769,-0.18991711,-0.11591378,-35.40445741,-3.81867424,-0.11511091,-35.43369918,-3.70946413
12.000,2.01957254,-0.07184100,2.53579699,2.02240101,0.01118380,2.54934970,0.17162076,0.07829695,-0.19574238,0.17257058,0.07995128,-0.19063667,-0.11631739,-35.40997048,-3.82528454,-0.11551133,-35.43935998,-3.71568203
12.010,2.02128779,-0.07105658,2.53383595,2.02411939,0.01199502,2.54741462,0.17142902,0.07858568,-0.19646420,0.17238739,0.08024407,-0.19135467,-0.11672284,-35.41547999,-3.83191436,-0.11591378,-35.44501861,-3.72191989
12.020,2.02300112,-0.07026929,2.53186771,2.02583591,0.01280914,2.54547241,0.17123680,0.07887372,-0.19718431,0.17220356,0.08053604,-0.19207111,-0.11712965,-35.42099031,-3.83856027,-0.11631739,-35.45067646,-3.72817434
12.030,2.02471252,-0.06947911,2.52989227,2.02755056,0.01362615,2.54352311,0.17104409,0.07916107,-0.19790268,0.17201909,0.08082719,-0.19278595,-0.11753811,-35.42649552,-3.84522455,-0.11672284,-35.45633031,-3.73444911
12.040,2.02642200,-0.06868607,2.52790966,2.02926335,0.01444603,2.54156672,0.17085090,0.07944773,-0.19861932,0.17183397,0.08111751,-0.19349920,-0.11794723,-35.43199963,-3.85190550,-0.11712965,-35.46198454,-3.74074081
12.050,2.02812954,-0.06789016,2.52591989,2.03097426,0.01526879,2.53960326,0.17065723,0.07973367,-0.19933419,0.17164822,0.08140699,-0.19421082,-0.11835770,-35.43749973,-3.85860388,-0.11753811,-35.46763325,-3.74705170
12.060,2.02983514,-0.06709140,2.52392298,2.03268329,0.01609440,2.53763275,0.17046307,0.08001891,-0.20004728,0.17146181,0.08169564,-0.19492081,-0.11876927,-35.44299711,-3.86531931,-0.11794723,-35.47328041,-3.75338011
12.070,2.03153880,-0.06628978,2.52191895,2.03439042,0.01692287,2.53565521,0.17026844,0.08030343,-0.20075857,0.17127476,0.08198343,-0.19562915,-0.11918138,-35.44848849,-3.87205132,-0.11835770,-35.47892313,-3.75972680
12.080,2.03324051,-0.06548533,2.51990782,2.03609566,0.01775418,2.53367065,0.17007332,0.08058722,-0.20146805,0.17108706,0.08227036,-0.19633582,-0.11959443,-35.45397818,-3.87879954,-0.11876927,-35.48456270,-3.76609140
12.090,2.03494026,-0.06467804,2.51788960,2.03779900,0.01858833,2.53167910,0.16987773,0.08087028,-0.20217571,0.17089871,0.08255643,-0.19704080,-0.12000835,-35.45946218,-3.88556515,-0.11918138,-35.49019581,-3.77247343
12.100,2.03663806,-0.06386793,2.51586431,2.03950042,0.01942530,2.52968056,0.16968166,0.08115261,-0.20288152,0.17070970,0.08284163,-0.19774409,-0.12042241,-35.46494241,-3.89234771,-0.11959443,-35.49582679,-3.77887256
12.110,2.03833390,-0.06305499,2.51383197,2.04119994,0.02026509,2.52767505,0.16948511,0.08143419,-0.20358547,0.17052005,0.08312595,-0.19844566,-0.12083679,-35.47041553,-3.89914692,-0.12000835,-35.50145163,-3.78528997
12.120,2.04002776,-0.06223925,2.51179261,2.04289752,0.02110769,2.52566260,0.16928809,0.08171502,-0.20428755,0.17032975,0.08340938,-0.19914549,-0.12125204,-35.47588546,-3.90596102,-0.12042241,-35.50707225,-3.79172521
12.130,2.04171966,-0.06142070,2.50974623,2.04459318,0.02195308,2.52364322,0.16909059,0.08199509,-0.20498773,0.17013879,0.08369192,-0.19984358,-0.12166695,-35.48134850,-3.91279254,-0.12083679,-35.51268530,-3.79817800
12.140,2.04340957,-0.06059935,2.50769286,2.04628691,0.02280127,2.52161694,0.16889262,0.08227440,-0.20568600,0.16994718,0.08397356,-0.20053991,-0.12208257,-35.48680452,-3.91963981,-0.12125204,-35.51829469,-3.80464658
12.150,2.04509751,-0.05977521,2.50563251,2.04797869,0.02365223,2.51958376,0.16869418,0.08255294,-0.20638235,0.16975492,0.08425428,-0.20123445,-0.12249758,-35.49225376,-3.92650415,-0.12166695,-35.52389673,-3.81113349
12.160,2.04678345,-0.05894829,2.50356522,2.04966852,0.02450597,2.51754370,0.16849526,0.08283070,-0.20707676,0.16956201,0.08453410,-0.20192721,-0.12291328,-35.49769648,-3.93338227,-0.12208257,-35.52949129,-3.81763708
12.170,2.04846741,-0.05811860,2.50149099,2.05135640,0.02536246,2.51549679,0.16829588,0.08310769,-0.20776922,0.16936845,0.08481299,-0.20261815,-0.12332812,-35.50313222,-3.94027697,-0.12249758,-35.53507860,-3.82415866
12.180,2.05014937,-0.05728614,2.49940984,2.05304231,0.02622171,2.51344304,0.16809602,0.08338388,-0.20845970,0.16917424,0.08509095,-0.20330727,-0.12374300,-35.50855988,-3.94718800,-0.12291328,-35.54065890,-3.83069496
12.190,2.05182933,-0.05645092,2.49732180,2.05472626,0.02708370,2.51138248,0.16789570,0.08365928,-0.20914820,0.16897937,0.08536798,-0.20399455,-0.12415738,-35.51397894,-3.95411385,-0.12332812,-35.54623175,-3.83724879
12.200,2.05350728,-0.05561296,2.49522688,2.05640824,0.02794843,2.50931512,0.16769491,0.08393388,-0.20983469,0.16878386,0.08564406,-0.20467997,-0.12457156,-35.51939160,-3.96105571,-0.12374300,-35.55179604,-3.84381988
12.210,2.05518323,-0.05477225,2.49312511,2.05808823,0.02881587,2.50724098,0.16749365,0.08420767,-0.21051917,0.16858769,0.08591920,-0.20536352,-0.12498473,-35.52479405,-3.96801213,-0.12415738,-35.55735124,-3.85040676
12.220,2.05685715,-0.05392881,2.49101651,2.05976623,0.02968603,2.50516007,0.16729193,0.08448064,-0.21120161,0.16839088,0.08619338,-0.20604519,-0.12539797,-35.53018845,-3.97498285,-0.12457156,-35.56289956,-3.85701061
12.230,2.05852906,-0.05308264,2.48890109,2.06144224,0.03055889,2.50307243,0.16708974,0.08475280,-0.21188201,0.16819343,0.08646660,-0.20672496,-0.12581009,-35.53557223,-3.98196948,-0.12498473,-35.56843718,-3.86363000
12.240,2.06019895,-0.05223375,2.48677887,2.06311625,0.03143445,2.50097807,0.16688710,0.08502414,-0.21256034,0.16799532,0.08673885,-0.20740281,-0.12622104,-35.54094552,-3.98897186,-0.12539797,-35.57396625,-3.87026467
12.250,2.06186680,-0.05138216,2.48464989,2.06478826,0.03231269,2.49887700,0.16668399,0.08529464,-0.21323659,0.16779658,0.08701012,-0.20807873,-0.12663177,-35.54631081,-3.99598703,-0.12581009,-35.57948421,-3.87691624
12.260,2.06353263,-0.05052786,2.48251415,2.06645825,0.03319360,2.49676926,0.16648041,0.08556430,-0.21391075,0.16759719,0.08728041,-0.20875270,-0.12704097,-35.55166390,-4.00301796,-0.12622104,-35.58499117,-3.88358455
12.270,2.06519641,-0.04967088,2.48037168,2.06812622,0.03407718,2.49465485,0.16627638,0.08583312,-0.21458280,0.16739716,0.08754972,-0.20942471,-0.12744961,-35.55700850,-4.01006320,-0.12663177,-35.59048962,-3.89026665
12.280,2.06685815,-0.04881120,2.47822250,2.06979216,0.03496341,2.49253380,0.16607189,0.08610109,-0.21525273,0.16719650,0.08781802,-0.21009475,-0.12785702,-35.56233874,-4.01712282,-0.12704097,-35.59597537,-3.89696553
12.290,2.06851785,-0.04794886,2.47606663,2.07145607,0.03585228,2.49040613,0.16586694,0.08636821,-0.21592052,0.16699519,0.08808533,-0.21076279,-0.12826291,-35.56766031,-4.02419685,-0.12744961,-35.60145212,-3.90367974
12.300,2.07017549,-0.04708384,2.47390410,2.07311795,0.03674379,2.48827186,0.16566154,0.08663446,-0.21658616,0.16679325,0.08835163,-0.21142883,-0.12866786,-35.57296769,-4.03128390,-0.12785702,-35.60691400,-3.91040935
12.310,2.07183108,-0.04621617,2.47173491,2.07477778,0.03763791,2.48613101,0.16545568,0.08689985,-0.21724963,0.16659069,0.08861691,-0.21209285,-0.12907122,-35.57826420,-4.03838703,-0.12826291,-35.61236670,-3.91715440
12.320,2.07348460,-0.04534585,2.46955911,2.07643556,0.03853465,2.48398361,0.16524937,0.08716437,-0.21791092,0.16638749,0.08888118,-0.21275483,-0.12947358,-35.58354791,-4.04550195,-0.12866786,-35.61780467,-3.92391351
12.330,2.07513606,-0.04447289,2.46737670,2.07809128,0.03943399,2.48182966,0.16504260,0.08742800,-0.21857001,0.16618366,0.08914441,-0.21341477,-0.12987428,-35.58881924,-4.05263168,-0.12907122,-35.62323126,-3.93068974
12.340,2.07678545,-0.04359729,2.46518772,2.07974494,0.04033593,2.47966920,0.16483538,0.08769075,-0.21922688,0.16597921,0.08940662,-0.21407264,-0.13027342,-35.59407548,-4.05977339,-0.12947358,-35.62864453,-3.93747882
12.350,2.07843277,-0.04271907,2.46299217,2.08139653,0.04124044,2.47750224,0.16462771,0.08795261,-0.21988154,0.16577413,0.08966778,-0.21472843,-0.13067072,-35.59931867,-4.06693051,-0.12987428,-35.63404488,-3.94428377
12.360,2.08007800,-0.04183824,2.46079009,2.08304604,0.04214752,2.47532881,0.16441959,0.08821358,-0.22053395,0.16556844,0.08992790,-0.21538213,-0.13106692,-35.60454846,-4.07410003,-0.13027342,-35.63942961,-3.95110178
